price,Тип жилья,Комнатность,Площадь квартиры,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Вид из окон,Временная эпоха,Высота потолков,Лифт,Материал стен,Консьерж,Территория,,Жилая площадь,Вид из окна,Парковка,Год постройки,Серия дома,Отопление,Балкон/лоджия,Срок сдачи,Отделка,Реновация
9518844,,1-комнатная,"35,3 м²","15,9 м²",13 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",,монолит,,,,"10,4 м²",,открытая,,,,есть,4 кв. 2025 г.,,
9659061,,1-комнатная,"35,3 м²","15,9 м²",14 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,"10,4 м²",,открытая,,,,есть,4 кв. 2025 г.,,
9082374,,1-комнатная,"35,3 м²","15,9 м²",14 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",,монолит,,,,"10,4 м²",,открытая,,,,есть,4 кв. 2025 г.,,
10835564,,1-комнатная,"35,3 м²",,14 из 19,,,Черновая отделка,,,,,,,,,,,,,,,,Спортивная площадка,"14,3 м²",,,2024,,,,,,
11000000,,1-комнатная,"35,3 м²",10 м²,2 из 12,совмещённый,1,Хороший,,,,,,,,,,,,есть,,,,,16 м²,во двор,,,II-18,центральное,,,,
32056903,,1-комнатная,"35,3 м²",,2 из 15,совмещённый,1,,,,,,,,,,,,,,монолит,,,,,,,,,,,2 кв. 2027 г.,чистовая,
8600000,,1-комнатная,"35,3 м²","9,2 м²",2 из 17,раздельный,1,Нужен ремонт,,,,нет,,,,,,,"2,65 м",есть,панель,,,Хорошая школа,"14,1 м²",во двор,закрытая,,П-3М,центральное,,,,
9722914,,1-комнатная,"35,3 м²","16,1 м²",2 из 5,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"10,3 м²",,открытая,,,,есть,4 кв. 2025 г.,,
17042840,,1-комнатная,"35,3 м²",,23 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
10500000,,1-комнатная,"35,3 м²",9 м²,3 из 17,раздельный,1,Евро,,,,есть,,,,,,,"2,7 м",есть,панель,,,,18 м²,во двор,закрытая,,П-3М,центральное,,,,
15900000,апартаменты,1-комнатная,"35,3 м²",12 м²,3 из 8,совмещённый,1,Черновая отделка,,,,,,,,,,сталинка,"3,7 м",есть,монолит,,,,17 м²,на улицу,закрытая,,,,,,,
17300530,,1-комнатная,"35,3 м²",,32 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
17342890,,1-комнатная,"35,3 м²",,34 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
16982830,,1-комнатная,"35,3 м²",,36 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
7720416,,1-комнатная,"35,3 м²","15,9 м²",4 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,"10,4 м²",,открытая,,,,есть,4 кв. 2025 г.,без отделки,
9615499,,1-комнатная,"35,3 м²","15,9 м²",4 из 9,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"10,3 м²",,открытая,,,,есть,4 кв. 2025 г.,,
17116970,,1-комнатная,"35,3 м²",,42 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
17515860,,1-комнатная,"35,3 м²",,42 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
17159330,,1-комнатная,"35,3 м²",,44 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"14,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
17325946,,1-комнатная,"35,3 м²","5,5 м²",5 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,1 м²",,закрытая,,,,,2 кв. 2027 г.,без отделки,
10040054,,1-комнатная,"35,3 м²","16,1 м²",5 из 7,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"10,3 м²",,открытая,,,,есть,4 кв. 2025 г.,,
10156057,,1-комнатная,"35,3 м²","6,5 м²",5 из 9,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"19,7 м²",,открытая,,,,есть,4 кв. 2025 г.,,
10200000,,1-комнатная,"35,3 м²","9,9 м²",6 из 12,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,5 м",есть,блок,,,Хорошая школа,"19,9 м²",на улицу,закрытая,,II-18,центральное,,,,
13900000,,1-комнатная,"35,3 м²","7,5 м²",6 из 12,совмещённый,1,,,,,,,,,,,брежневка,,есть,панель,,,Хорошие школы,18 м²,во двор,,,II-68,центральное,,,,
9700000,,1-комнатная,"35,3 м²",10 м²,6 из 14,совмещённый,1,Хороший,,,,,,,,,во двор и на улицу,,,,панель,,,,"19,7 м²",,,,,,,,,
8500000,,1-комнатная,"35,3 м²",10 м²,6 из 18,,,Хороший,,,,нет,,,,,,брежневка,,есть,панель,,,Хорошие школы,"19,4 м²",во двор,закрытая,,И-209А,центральное,есть,,,
10000000,,1-комнатная,"35,3 м²","9,6 м²",7 из 12,совмещённый,1,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Хорошая школа,"19,5 м²",во двор,закрытая,,II-68,центральное,,,,
9900000,,1-комнатная,"35,3 м²","9,6 м²",7 из 12,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,"20,1 м²",во двор,закрытая,,II-18,центральное,,,,
9761691,,1-комнатная,"35,3 м²","15,9 м²",7 из 8,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"10,3 м²",,открытая,,,,есть,3 кв. 2025 г.,,
17435517,,1-комнатная,"35,3 м²","5,5 м²",8 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,1 м²",,закрытая,,,,,2 кв. 2027 г.,без отделки,
18192243,,1-комнатная,"35,3 м²","5,4 м²",8 из 27,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"19,3 м²",,закрытая,,,,,2 кв. 2027 г.,без отделки,
10400000,,1-комнатная,"35,4 м²",7 м²,10 из 12,совмещённый,1,Хороший,,,,есть,,,,,,,"2,5 м",есть,панель,,,Хорошие школы,"22,5 м²",во двор,открытая,,II-68,центральное,есть,,,
10900000,,1-комнатная,"35,4 м²","9,8 м²",12 из 12,совмещённый,1,Евро,,,,,,,,,,брежневка,"2,64 м",есть,блок,,,Хорошие школы,"20,1 м²",во двор,закрытая,,П-3,,есть,,,
17417977,,1-комнатная,"35,4 м²","15,4 м²",12 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"10,2 м²",,открытая,,,,,4 кв. 2025 г.,,
9767748,,1-комнатная,"35,4 м²","12,8 м²",13 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"9,6 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,чистовая,
9841182,,1-комнатная,"35,4 м²","12,8 м²",14 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"9,6 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,чистовая,
9914617,,1-комнатная,"35,4 м²","12,8 м²",15 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"9,6 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,чистовая,
9988052,,1-комнатная,"35,4 м²","12,8 м²",16 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"9,6 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,чистовая,
14626092,,1-комнатная,"35,4 м²","15,4 м²",2 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"10,2 м²",,открытая,,,,,4 кв. 2025 г.,без отделки,
12000000,,1-комнатная,"35,4 м²","8,5 м²",3 из 13,раздельный,1,Нужен ремонт,,,,нет,,,,,,брежневка,"2,7 м",есть,,,,Хорошие школы,"19,5 м²",во двор,закрытая,,,центральное,есть,,,
14764958,,1-комнатная,"35,4 м²","15,4 м²",5 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"10,2 м²",,открытая,,,,,4 кв. 2025 г.,без отделки,
29800000,,1-комнатная,"35,4 м²","9,7 м²",6 из 12,совмещённый,1,Евро,,,,,,,,,,брежневка,"2,65 м",есть,блок,,,Хорошая школа,"19,6 м²",на улицу,закрытая,,II-18/12,центральное,,,,
9564829,,1-комнатная,"35,4 м²","10,8 м²",8 из 8,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"16,4 м²",,открытая,,,,есть,3 кв. 2025 г.,,
12400000,,1-комнатная,"35,5 м²","9,9 м²",1 из 12,совмещённый,1,Дизайнерский,,,,,,,,,,брежневка,"2,6 м",есть,блок,,,Хорошая школа,"19,8 м²",во двор,,,II-18,,,,,
8390839,,1-комнатная,"35,5 м²","11,9 м²",11 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,16 м²,,открытая,,,,,4 кв. 2025 г.,,
11400000,,1-комнатная,"35,5 м²",10 м²,11 из 16,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,Фитнес клуб,20 м²,во двор,закрытая,,П-43,центральное,есть,,,
14700000,,1-комнатная,"35,5 м²","10,3 м²",11 из 26,совмещённый,1,Евро,,,,,,,,,,,,есть,монолит,,,,"12,8 м²",на улицу,,2021,,,есть,,,
9300000,,1-комнатная,"35,5 м²",10 м²,12 из 12,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,блок,,,Хорошие школы,19 м²,на улицу,закрытая,,II-18,центральное,,,,
9507040,,1-комнатная,"35,5 м²","17,5 м²",12 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,2 м²",,,,,,,4 кв. 2026 г.,без отделки,
8423037,,1-комнатная,"35,5 м²","11,9 м²",13 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,16 м²,,открытая,,,,,4 кв. 2025 г.,,
10900000,,1-комнатная,"35,5 м²","9,2 м²",13 из 14,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,блок,,,,"19,3 м²",во двор,закрытая,,И-209А,центральное,,,,
18439537,,1-комнатная,"35,5 м²","14,8 м²",15 из 30,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"10,4 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
10274419,,1-комнатная,"35,5 м²","17,5 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
16000000,,1-комнатная,"35,5 м²","9,4 м²",2 из 5,раздельный,1,Евро,,,,есть,,,,,,хрущевка,"2,58 м",,блок,,,,"18,1 м²",во двор,,,1-510,центральное,,,,
18492639,,1-комнатная,"35,5 м²","14,8 м²",24 из 30,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"10,4 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
18613946,,1-комнатная,"35,5 м²","14,8 м²",27 из 30,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"10,4 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
16887350,,1-комнатная,"35,5 м²",,29 из 48,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,12 м²,во двор,подземная,,,,,2027 г.,предчистовая,
9150000,,1-комнатная,"35,5 м²",9 м²,4 из 17,раздельный,1,Нужен ремонт,,,,,,,,,,,"2,64 м",есть,монолит,,,Хорошая школа,15 м²,на улицу,закрытая,,П-3М,центральное,,,,
11800000,,1-комнатная,"35,5 м²",10 м²,7 из 12,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,блок,,,Хорошая школа,20 м²,во двор,закрытая,,II-18,центральное,,,,
13000000,,1-комнатная,"35,5 м²",10 м²,8 из 14,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"2,5 м",есть,блок,,,Хорошие школы,20 м²,во двор,,,И-209А,центральное,есть,,,
9471641,,1-комнатная,"35,5 м²","17,5 м²",8 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,2 м²",,,,,,,4 кв. 2026 г.,без отделки,
17956862,,1-комнатная,"35,5 м²","14,8 м²",8 из 30,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"10,4 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
8857024,,1-комнатная,"35,5 м²","11,9 м²",9 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,16 м²,,открытая,,,,,4 кв. 2025 г.,,
11300000,,1-комнатная,"35,6 м²",9 м²,1 из 16,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,20 м²,во двор,закрытая,,П-43,центральное,,,,
9900000,,1-комнатная,"35,6 м²","8,3 м²",1 из 16,совмещённый,1,Евро,,,,,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошие школы,"19,1 м²",во двор,закрытая,,П-43,центральное,,,,
10600000,,1-комнатная,"35,6 м²",9 м²,1 из 17,раздельный,1,Хороший,,,,,,,,,,,"2,64 м",есть,панель,,,Хорошая школа,15 м²,во двор,закрытая,,П-3,,,,,
11050000,,1-комнатная,"35,6 м²",3 м²,1 из 23,совмещённый,1,Черновая отделка,,,,,,,,,,,4 м,,монолит,,,,25 м²,на улицу,,2020,,,,,,
14600000,,1-комнатная,"35,6 м²","7,4 м²",10 из 12,совмещённый,1,Дизайнерский,,,,есть,,,,,,брежневка,"2,52 м",есть,блок,,,Хорошие школы,"19,5 м²",во двор,закрытая,,II-68,центральное,,,,
8980000,,1-комнатная,"35,6 м²",10 м²,12 из 12,совмещённый,1,Хороший,,,,нет,,,,,,брежневка,"2,6 м",есть,блок,,,Хорошие школы,20 м²,на улицу,закрытая,,П-44Т,центральное,,,,
10500000,,1-комнатная,"35,6 м²","9,9 м²",14 из 14,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"2,5 м",есть,панель,,,Хорошие школы,"19,7 м²",во двор,закрытая,,И-209А,центральное,есть,,,
13400000,,1-комнатная,"35,6 м²","16,9 м²",14 из 33,совмещённый,1,Нужен ремонт,,,,,,,,,,,"2,7 м",,монолит,,,,"10,9 м²",во двор,,2024,,,,,,
13900000,,1-комнатная,"35,6 м²",14 м²,18 из 22,совмещённый,1,Евро,,,,,,,,,,,,есть,монолит,,,,13 м²,на улицу,,2023,,,,,,
16855069,,1-комнатная,"35,6 м²","5,5 м²",2 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,2 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
11000000,,1-комнатная,"35,6 м²",9 м²,2 из 14,раздельный,1,Хороший,,,,,,,,,,,,есть,панель,,,,"14,2 м²",во двор,открытая,,П-3М,центральное,,,,
11000000,,1-комнатная,"35,6 м²",9 м²,2 из 14,раздельный,1,,,,,,,,,,,,,есть,панель,,,,"14,2 м²",во двор,,,П-3М,центральное,есть,,,
16896507,,1-комнатная,"35,6 м²","5,5 м²",2 из 27,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"20,7 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
18625920,,1-комнатная,"35,6 м²",,21 из 59,,,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"19,8 м²",,закрытая,,,,,3 кв. 2028 г.,без отделки,
18704240,,1-комнатная,"35,6 м²",,23 из 59,,,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"19,8 м²",,закрытая,,,,,3 кв. 2028 г.,без отделки,
13000000,,1-комнатная,"35,6 м²",8 м²,3 из 16,совмещённый,1,Дизайнерский,,,,есть,,,,,,,"2,75 м",есть,панель,,,Спортивная площадка,,во двор,закрытая,,П-43,центральное,есть,,,
11800000,,1-комнатная,"35,6 м²","8,2 м²",3 из 17,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,65 м",есть,панель,,,,"19,1 м²",во двор,закрытая,,П-43,,есть,,,
18953440,,1-комнатная,"35,6 м²",,30 из 59,,,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"19,8 м²",,закрытая,,,,,3 кв. 2028 г.,без отделки,
11600000,,1-комнатная,"35,6 м²","8,9 м²",5 из 12,совмещённый,1,,,,,есть,,есть,,,,,"2,7 м",есть,панель,,,,"20,1 м²",во двор,закрытая,,,,есть,,,
9400000,,1-комнатная,"35,6 м²",10 м²,7 из 12,совмещённый,1,Нужен ремонт,,,,нет,,,,,,брежневка,,есть,блок,,,Хорошие школы,"20,2 м²",на улицу,,,II-18,центральное,,,,
17221108,,1-комнатная,"35,6 м²","5,5 м²",7 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,2 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
16461404,,1-комнатная,"35,6 м²","5,5 м²",7 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,2 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
24500000,,1-комнатная,"35,6 м²",4 м²,8 из 30,совмещённый,1,Дизайнерский,,,,,,,,,,,"2,9 м",есть,кирпич-монолит,,,,24 м²,на улицу,подземная,2024,,,,,,
8950000,,1-комнатная,"35,7 м²","8,4 м²",1 из 7,раздельный,1,Хороший,,,,,,,,,,,"2,64 м",есть,панель,,,Спортивная площадка,"14,1 м²",во двор,,,П-3М,центральное,,,,
10506931,,1-комнатная,"35,7 м²","15,6 м²",12 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,чистовая,
9543653,,1-комнатная,"35,7 м²","15,6 м²",13 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,без отделки,
9710400,,1-комнатная,"35,7 м²","13,3 м²",13 из 21,,,,,,,,,,,,,,,,монолит,,,,"11,7 м²",,,,,,,4 кв. 2026 г.,,
17311037,,1-комнатная,"35,7 м²","5,5 м²",15 из 27,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"20,8 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
9763693,апартаменты,1-комнатная,"35,7 м²","11,8 м²",17 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,"12,8 м²",во двор,открытая,,,,,3 кв. 2025 г.,,
9996000,,1-комнатная,"35,7 м²","13,3 м²",18 из 21,,,,,,,,,,,,,,,,монолит,,,,"11,7 м²",,,,,,,4 кв. 2026 г.,,
13270000,,1-комнатная,"35,7 м²","12,1 м²",19 из 25,совмещённый,1,Евро,,,,нет,,,,,,,,есть,монолит,,,Спортивная площадка,"14,6 м²",во двор,подземная,2023,,,,,,
10323745,,1-комнатная,"35,7 м²","15,6 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,чистовая,
9351883,,1-комнатная,"35,7 м²","15,6 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,без отделки,
10435752,,1-комнатная,"35,7 м²","15,6 м²",4 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,чистовая,
9472586,,1-комнатная,"35,7 м²","15,6 м²",5 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,без отделки,
10500000,,1-комнатная,"35,7 м²",8 м²,5 из 17,раздельный,1,Хороший,,,,,,,,,,,"2,64 м",есть,панель,,,Спортивная площадка,17 м²,во двор,закрытая,,П-3М,центральное,,,,
10453533,,1-комнатная,"35,7 м²","15,6 м²",6 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,чистовая,
9490366,,1-комнатная,"35,7 м²","15,6 м²",7 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,11 м²,,,,,,,4 кв. 2026 г.,без отделки,
9543739,,1-комнатная,"35,8 м²","17,3 м²",11 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,без отделки,
7370598,,1-комнатная,"35,8 м²","9,7 м²",12 из 12,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,"10,8 м²",,открытая,,,,,4 кв. 2025 г.,без отделки,
17640808,,1-комнатная,"35,8 м²","5,8 м²",12 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,3 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
7127850,,1-комнатная,"35,8 м²","9,7 м²",14 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,"10,8 м²",,открытая,,,,,4 кв. 2025 г.,без отделки,
9833341,,1-комнатная,"35,8 м²","17,3 м²",14 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,без отделки,
10138042,,1-комнатная,"35,8 м²",13 м²,17 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,13 м²,,закрытая,,,,,3 кв. 2026 г.,чистовая,
9484808,,1-комнатная,"35,8 м²","17,2 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,без отделки,
10325085,,1-комнатная,"35,8 м²","17,2 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,чистовая,
18245112,,1-комнатная,"35,8 м²","11,4 м²",25 из 27,,,,,,,,,,,,,,3 м,есть,монолит,,,,"13,6 м²",,подземная,,,,,2025 г.,чистовая,
9493517,,1-комнатная,"35,8 м²","17,5 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,4 м²",,,,,,,4 кв. 2026 г.,без отделки,
9589186,,1-комнатная,"35,8 м²","17,2 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,без отделки,
9607220,,1-комнатная,"35,8 м²","17,2 м²",5 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,без отделки,
11700000,,1-комнатная,"35,8 м²","9,1 м²",6 из 17,раздельный,1,Хороший,,,,есть,,,,,,,"2,64 м",есть,панель,,,Хорошая школа,14 м²,во двор,,,П-3М,центральное,,,,
17352582,,1-комнатная,"35,8 м²","5,8 м²",8 из 13,,,,,,,,,,,,,,"2,92 м",есть,монолит,,,,"21,3 м²",,закрытая,,,,,4 кв. 2027 г.,без отделки,
10472706,,1-комнатная,"35,8 м²","17,2 м²",8 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,6 м²",,,,,,,4 кв. 2026 г.,чистовая,
7402386,,1-комнатная,"35,8 м²","9,7 м²",9 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,"10,8 м²",,открытая,,,,,4 кв. 2025 г.,без отделки,
11500000,,1-комнатная,"35,9 м²","8,2 м²",10 из 16,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,7 м",есть,панель,,,Хорошие школы,"19,1 м²",на улицу,закрытая,,П-43,центральное,есть,,,
10520000,,1-комнатная,"35,9 м²","9,5 м²",2 из 10,раздельный,1,Евро,,,,есть,,,,,,,,есть,панель,,,Фитнес клуб,"14,5 м²",во двор,закрытая,,П-3,центральное,,,,
9889014,апартаменты,1-комнатная,"35,9 м²","11,5 м²",22 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,"11,5 м²",во двор,открытая,,,,,1 кв. 2025 г.,,
9600000,,1-комнатная,"35,9 м²","9,1 м²",4 из 12,раздельный,1,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Хорошая школа,"14,3 м²",во двор,закрытая,,П-3М,центральное,есть,,,
11000000,,1-комнатная,"35,9 м²","7,5 м²",4 из 5,совмещённый,1,Хороший,,,,,,,,,,,,,кирпич,,,,"19,3 м²",во двор,,,,,,,,
9200000,,1-комнатная,"35,9 м²",8 м²,9 из 19,совмещённый,1,Хороший,,,,,,,,,,,"2,6 м",есть,панель,,,Спортивная площадка,"16,5 м²",на улицу,,,И-155,центральное,есть,,,
11100000,,1-комнатная,35 м²,9 м²,1 из 12,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,6 м",есть,блок,,,Хорошая школа,"19,7 м²",на улицу,закрытая,,II-18,центральное,,,,
11100000,,1-комнатная,35 м²,9 м²,1 из 12,совмещённый,1,,,,,,,,,,,брежневка,"2,6 м",есть,блок,,,Хорошая школа,"19,7 м²",на улицу,,,II-18,центральное,,,,
10150000,,1-комнатная,35 м²,10 м²,1 из 12,совмещённый,1,Хороший,,,,есть,,,,,,,"2,7 м",есть,панель,,,,20 м²,во двор,открытая,,,,,,,
10850000,,1-комнатная,35 м²,"9,7 м²",1 из 12,совмещённый,1,Евро,,,,,,,,,,,"2,5 м",есть,блок,,,Хорошая школа,"19,9 м²",на улицу,закрытая,,II-18,центральное,,,,
12200000,,1-комнатная,35 м²,10 м²,1 из 12,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"6,64 м",есть,блок,,,Хорошая школа,20 м²,во двор,,,И-209А,центральное,есть,,,
12500000,,1-комнатная,35 м²,8 м²,1 из 16,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,панель,,,,19 м²,на улицу,,,II-68,центральное,есть,,,
12500000,,1-комнатная,35 м²,8 м²,1 из 16,совмещённый,1,Евро,,,,,,,,,,,"2,7 м",есть,панель,,,,19 м²,на улицу,закрытая,,II-68,центральное,есть,,,
12000000,,1-комнатная,35 м²,9 м²,1 из 5,раздельный,1,Хороший,,,,есть,,,,,,сталинка,"3,1 м",,,,,Хорошая школа,19 м²,во двор,,,,центральное,,,,
10450000,,1-комнатная,35 м²,9 м²,1 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,,есть,кирпич,,,Хорошая школа,20 м²,во двор,закрытая,,1-515,центральное,,,,
8600000,,1-комнатная,35 м²,7 м²,1 из 9,совмещённый,1,,,,,,,,,,,брежневка,,есть,панель,,,,20 м²,на улицу,,,1-515,,есть,,,
12500000,,1-комнатная,35 м²,"6,5 м²",1 из 9,совмещённый,1,Хороший,,,,нет,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошие школы,21 м²,во двор,закрытая,,II-57,центральное,есть,,,
10500000,,1-комнатная,35 м²,"9,7 м²",10 из 12,совмещённый,1,,,,,,,,,,,брежневка,"2,5 м",есть,блок,,,,"18,6 м²",,,,И-209А,центральное,,,,
10800000,,1-комнатная,35 м²,10 м²,10 из 18,совмещённый,1,Нужен ремонт,,,,,,,,,,,,,панель,,,Хорошая школа,,во двор,,,II-68,,есть,,,
8600000,,1-комнатная,35 м²,8 м²,11 из 12,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,панель,,,Спортивная площадка,"19,5 м²",во двор,закрытая,,II-68,центральное,,,,
9950000,,1-комнатная,35 м²,"9,5 м²",12 из 12,совмещённый,1,Хороший,есть,,,,,есть,,,,,"2,5 м",есть,блок,,,,"19,9 м²",во двор,открытая,,,,есть,,,
