price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Мебель,Вид из окна,Серия дома,Лифт,Материал стен,Отопление,Парковка,,Высота потолков,Балкон/лоджия,Отделка,Срок сдачи,Тип жилья,Кондиционер,Кухонная мебель,Временная эпоха,Год постройки,Интернет,Вид из окон,Реновация,Территория,Холодильник,Стиральная машина,Телевизор,Посудомойка,Консьерж
15500000,1-комнатная,39 м²,18 м²,"8,5 м²",10 из 14,совмещённый,1,Евро,есть,во двор,П-47,есть,панель,центральное,,Хорошая школа,"2,65 м",есть,,,,есть,есть,брежневка,,есть,,,закрытая,есть,есть,есть,есть,
8300000,1-комнатная,39 м²,19 м²,7 м²,10 из 15,совмещённый,1,Хороший,есть,на улицу,П-44Т,есть,панель,центральное,,Хорошая школа,,,,,,,,,,,,,,,,,,
9700000,1-комнатная,39 м²,15 м²,9 м²,10 из 17,совмещённый,1,Хороший,есть,во двор,П-111М,есть,кирпич-монолит,центральное,закрытая,Спортивная площадка,"2,8 м",есть,,,,,,,2017,,,,,,,,,
14700000,1-комнатная,39 м²,19 м²,7 м²,11 из 17,совмещённый,1,Хороший,есть,во двор,П-44Т,есть,панель,центральное,подземная,Фитнес клуб,"2,7 м",,,,,,,,,,,,,,,,,
9500000,1-комнатная,39 м²,21 м²,9 м²,12 из 12,раздельный,1,Нужен ремонт,,на улицу,П-47,есть,панель,центральное,закрытая,Хорошая школа,"2,64 м",есть,,,,,,брежневка,,,,,,,,,,
9600000,1-комнатная,39 м²,"22,5 м²","7,5 м²",12 из 12,раздельный,1,Черновая отделка,,во двор,II-18,есть,панель,центральное,,Хорошая школа,,есть,,,,,,брежневка,,,,,,,,,,
9400000,1-комнатная,39 м²,19 м²,8 м²,12 из 12,совмещённый,1,Хороший,,во двор,П-44Т,есть,,центральное,,,,,,,,,,,,,,,,,,,,
12300000,1-комнатная,39 м²,"20,8 м²","8,6 м²",12 из 12,раздельный,1,Нужен ремонт,нет,на улицу,П-30,есть,монолит,центральное,закрытая,Фитнес клуб,"2,64 м",,,,,,,,,,,,,,,,,
12200000,1-комнатная,39 м²,"20,8 м²","8,6 м²",12 из 12,раздельный,1,,,на улицу,П-30,есть,панель,центральное,,Фитнес клуб,"2,64 м",,,,,,,,,,,,,,,,,
11800000,1-комнатная,39 м²,19 м²,"7,4 м²",12 из 14,совмещённый,1,Хороший,,во двор,П-44Т,есть,,центральное,закрытая,Хорошая школа,,есть,,,,,,,,,,,,,,,,
11500000,1-комнатная,39 м²,18 м²,10 м²,12 из 17,,,,,,П-44Т,,панель,центральное,,,,,,,,,,,,,,,,,,,,
10250000,1-комнатная,39 м²,16 м²,11 м²,13 из 17,совмещённый,1,,,,,есть,панель,,,Спортивная площадка,,есть,,,,,,,2019,,,,,,,,,
17230200,1-комнатная,39 м²,"12,4 м²",,13 из 17,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,без отделки,2027 г.,,,,,,,,,,,,,,
10600000,1-комнатная,39 м²,"19,2 м²","8,5 м²",14 из 17,совмещённый,1,Хороший,есть,во двор,П-44,есть,панель,,,Спортивная площадка,"2,64 м",есть,,,,,,,,,,,,,,,,
17800000,1-комнатная,39 м²,24 м²,"4,7 м²",15 из 20,совмещённый,1,Черновая отделка,,на улицу,,есть,кирпич-монолит,,подземная,,"2,95 м",,,,,,,,2024,,,,,,,,,
10000000,1-комнатная,39 м²,19 м²,9 м²,15 из 25,совмещённый,1,Хороший,есть,во двор,П-44К,есть,панель,,открытая,,"2,7 м",есть,,,,,,,2016,,,,,,,,,
11000000,1-комнатная,39 м²,"23,6 м²","10,4 м²",16 из 16,раздельный,1,Евро,есть,во двор,КОПЭ,есть,панель,центральное,,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
11000000,1-комнатная,39 м²,"20,1 м²",9 м²,16 из 16,раздельный,1,Евро,есть,на улицу,КОПЭ,есть,,центральное,открытая,Спортивная площадка,"2,64 м",есть,,,,,,,,,,,,,,,,
13450000,1-комнатная,39 м²,18 м²,12 м²,16 из 16,раздельный,1,Евро,есть,во двор,,есть,панель,центральное,,Хорошие школы,"2,6 м",,,,,есть,есть,брежневка,,есть,,,,есть,есть,,,
11000000,1-комнатная,39 м²,25 м²,"10,4 м²",16 из 16,раздельный,1,,,во двор,КОПЭ,есть,панель,центральное,,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
11000000,1-комнатная,39 м²,"20,1 м²","10,4 м²",16 из 16,раздельный,1,Евро,,на улицу,КОПЭ,есть,панель,центральное,,Спортивная площадка,"2,65 м",,,,,,,,,,,,,,,,,
11000000,1-комнатная,39 м²,"20,1 м²","10,4 м²",16 из 16,раздельный,1,Евро,есть,во двор,КОПЭ,есть,панель,центральное,закрытая,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
11000000,1-комнатная,39 м²,"20,1 м²",9 м²,16 из 16,раздельный,1,,есть,на улицу,КОПЭ,есть,,центральное,закрытая,Спортивная площадка,"2,64 м",есть,,,,есть,есть,,,,,,,,,,,
17472000,1-комнатная,39 м²,"12,4 м²",,16 из 17,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,без отделки,2027 г.,,,,,,,,,,,,,,
16800000,1-комнатная,39 м²,18 м²,9 м²,16 из 17,совмещённый,1,Евро,есть,во двор,П-44Т,есть,,центральное,закрытая,Хорошие школы,,есть,,,,,,,,,,,,,,,,
12000000,1-комнатная,39 м²,19 м²,8 м²,17 из 17,совмещённый,1,Дизайнерский,,во двор,П-44К,есть,панель,центральное,,Спортивная площадка,"2,64 м",есть,,,,,,,,,,,,,,,,
9400000,1-комнатная,39 м²,20 м²,"8,5 м²",2 из 14,раздельный,1,,,во двор,П-55,есть,панель,центральное,,Хорошая школа,,,,,,,есть,,,есть,,,,,,,,
35490000,1-комнатная,39 м²,,,2 из 15,совмещённый,1,,,,,,монолит,,,,,,чистовая,2 кв. 2027 г.,,,,,,,,,,,,,,
11799000,1-комнатная,39 м²,19 м²,9 м²,21 из 25,совмещённый,1,,,на улицу,П-44,есть,монолит,центральное,,Спортивная площадка,,,,,,,,,2016,,,,,,,,,
20500000,1-комнатная,39 м²,19 м²,"8,5 м²",22 из 46,совмещённый,1,,есть,во двор,,есть,монолит,,подземная,Хорошие школы,,есть,,,апартаменты,,,,2018,,,,,,,,,
10700000,1-комнатная,39 м²,21 м²,"8,5 м²",3 из 12,раздельный,1,Хороший,,,П-30,есть,панель,центральное,,,"2,64 м",,,,,,,брежневка,,,,,,,,,,
11200000,1-комнатная,39 м²,,8 м²,3 из 14,совмещённый,1,Хороший,,во двор,,есть,монолит,центральное,,,"2,65 м",,,,,,,,,,,,,,,,,
11000000,1-комнатная,39 м²,21 м²,9 м²,3 из 14,раздельный,2,Евро,,во двор,П-46,есть,панель,центральное,закрытая,Спортивная площадка,"2,64 м",есть,,,,,,,,,,,,,,,,
13100000,1-комнатная,39 м²,18 м²,"9,5 м²",3 из 16,совмещённый,1,Хороший,нет,,,есть,монолит,,закрытая,,"2,75 м",,,,,,,,,,во двор и на улицу,,,,,,,
13999000,1-комнатная,39 м²,"19,1 м²","10,9 м²",3 из 17,совмещённый,1,Хороший,есть,во двор,П-44Т,есть,панель,центральное,,Хорошая школа,"2,74 м",есть,,,,,,,,,,,,,,,,
10700000,1-комнатная,39 м²,20 м²,10 м²,3 из 22,раздельный,1,Нужен ремонт,есть,во двор,КОПЭ,есть,панель,центральное,закрытая,Спортивная площадка,,,,,,,,,,,,,,,,,,
15100000,1-комнатная,39 м²,19 м²,10 м²,3 из 25,,,,,,,,панель,,,,,есть,,,,,,,,,,,,,,,,
12000000,1-комнатная,39 м²,"20,9 м²","8,6 м²",4 из 14,раздельный,1,Евро,,во двор,П-46,есть,панель,центральное,закрытая,Фитнес клуб,"2,64 м",есть,,,,,,,,,,,,,,,,
9119876,1-комнатная,39 м²,"11,3 м²","18,7 м²",4 из 14,совмещённый,1,,,,,есть,монолит,,открытая,,"2,8 м",есть,,4 кв. 2025 г.,,,,,,,,,,,,,,
11500000,1-комнатная,39 м²,21 м²,9 м²,4 из 14,раздельный,1,Евро,есть,на улицу,П-46,есть,панель,центральное,закрытая,,"2,7 м",есть,,,,,,,,,,,,,,,,
11000000,1-комнатная,39 м²,18 м²,"7,5 м²",4 из 17,совмещённый,1,Хороший,,на улицу,П-44,есть,панель,центральное,закрытая,Спортивная площадка,"2,64 м",,,,,,,,,,,,,,,,,
14899683,1-комнатная,39 м²,"12,9 м²",,4 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
11700000,1-комнатная,39 м²,20 м²,9 м²,4 из 9,раздельный,1,,,во двор,П-30,есть,панель,центральное,,Хорошая школа,,есть,,,,,,,,,,,,,,,,
11500000,1-комнатная,39 м²,,9 м²,5 из 14,раздельный,1,Хороший,есть,во двор,П-46,есть,панель,центральное,закрытая,Спортивная площадка,,,,,,,,,,,,,,,,,,
9200000,1-комнатная,39 м²,,18 м²,5 из 14,совмещённый,1,Евро,есть,,,есть,монолит,,,,,,,,,есть,есть,,2025,,во двор и на улицу,,,,,,,
10850000,1-комнатная,39 м²,20 м²,9 м²,5 из 17,,,Хороший,есть,,П-55,есть,,центральное,,Спортивная площадка,,,,,,,,,,,,,,,,,,
12900000,1-комнатная,39 м²,19 м²,9 м²,5 из 25,раздельный,1,,есть,во двор,КОПЭ,есть,монолит,центральное,закрытая,,,,,,,,,,,,,,,,,,,
10800000,1-комнатная,39 м²,20 м²,"9,5 м²",5 из 5,раздельный,1,Евро,есть,во двор,1-511,есть,кирпич,центральное,,,,есть,,,,,,сталинка,,,,,,,,,,
10700000,1-комнатная,39 м²,19 м²,9 м²,5 из 5,раздельный,1,Хороший,,,1-511,есть,кирпич,центральное,,,,есть,,,,,,сталинка,,,,,,,,,,
11700000,1-комнатная,39 м²,18 м²,8 м²,6 из 17,совмещённый,1,Хороший,,во двор,П-44,есть,панель,центральное,закрытая,Спортивная площадка,"2,64 м",,,,,,,,,,,,,,,,,
10800000,1-комнатная,39 м²,20 м²,"10,1 м²",6 из 22,раздельный,1,Хороший,есть,во двор,КОПЭ,есть,панель,,закрытая,Хорошая школа,"2,7 м",,,,,,,,,,,,,,,,,
22256030,1-комнатная,39 м²,"23,3 м²",,6 из 23,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
25200000,1-комнатная,39 м²,,11 м²,6 из 25,совмещённый,1,Дизайнерский,есть,,,есть,монолит,,подземная,Спортивная площадка,,,,,,,,,2021,,,,,,,,,
23000000,1-комнатная,39 м²,"13,5 м²","15,2 м²",6 из 33,совмещённый,2,Черновая отделка,,на улицу,,есть,кирпич-монолит,,подземная,,"3,1 м",,,,,,,,2024,,,,,,,,,
11500000,1-комнатная,39 м²,22 м²,7 м²,7 из 12,раздельный,1,Нужен ремонт,,во двор,П-47,есть,панель,центральное,,Хорошие школы,"2,64 м",есть,,,,,,брежневка,,,,,,,,,,
9300000,1-комнатная,39 м²,20 м²,10 м²,7 из 17,совмещённый,1,Нужен ремонт,,во двор,П-44Т,есть,панель,центральное,,Спортивная площадка,3 м,есть,,,,,,,2015,,,,,,,,,
9300000,1-комнатная,39 м²,20 м²,10 м²,7 из 17,совмещённый,1,Черновая отделка,,во двор,П-44Т,есть,панель,центральное,,Спортивная площадка,3 м,есть,,,,,,,2015,,,,,,,,,
17000000,1-комнатная,39 м²,16 м²,12 м²,8 из 11,совмещённый,1,Евро,есть,во двор,,есть,монолит,,,,3 м,есть,,,,есть,есть,,2019,есть,,,закрытая,есть,есть,,есть,
24000000,1-комнатная,39 м²,12 м²,23 м²,8 из 12,совмещённый,1,Евро,есть,во двор,,есть,монолит,,подземная,,3 м,,,,апартаменты,,,,2020,,,,,,,,,
10500000,1-комнатная,39 м²,20 м²,"8,3 м²",8 из 14,совмещённый,1,Евро,есть,во двор,П-44,есть,панель,центральное,,,"2,64 м",есть,,,,,,,,,,,,,,,,
10900000,1-комнатная,39 м²,20 м²,"7,3 м²",8 из 17,совмещённый,1,Дизайнерский,,во двор,П-44К,есть,панель,центральное,закрытая,Спортивная площадка,"2,7 м",есть,,,,,,,2016,,,,,,,,,
12200000,1-комнатная,39 м²,20 м²,7 м²,8 из 19,совмещённый,1,Дизайнерский,есть,во двор,П-44Т,есть,панель,,,,"2,74 м",,,,,,,,2019,,,,,,,,,
11690000,1-комнатная,39 м²,17 м²,9 м²,8 из 22,раздельный,1,Дизайнерский,,во двор,C-222,есть,,центральное,закрытая,Фитнес клуб,"2,75 м",,,,,,,,,,,,,,,,,
12000000,1-комнатная,39 м²,20 м²,10 м²,8 из 22,раздельный,1,Хороший,есть,на улицу,КОПЭ,есть,панель,центральное,закрытая,Хорошие школы,"2,64 м",есть,,,,,,,,,,,,,,,,
10799000,1-комнатная,39 м²,18 м²,9 м²,8 из 25,,2,,,на улицу,П-44К,есть,панель,,,,"2,75 м",есть,,,,,,,2017,,,,,,,,,
10900000,1-комнатная,39 м²,"20,6 м²",9 м²,8 из 9,раздельный,1,,,на улицу,П-44,есть,панель,центральное,,Спортивная площадка,"2,7 м",есть,,,,,,,,,,,,,,,,
14500000,1-комнатная,39 м²,20 м²,9 м²,9 из 17,совмещённый,1,Дизайнерский,,во двор,П-44,есть,панель,центральное,закрытая,Спортивная площадка,"2,7 м",есть,,,,,,,,,,,,,,,,
16700000,1-комнатная,39 м²,"20,1 м²","10,3 м²",9 из 22,раздельный,1,Нужен ремонт,нет,на улицу,КОПЭ,есть,блок,,закрытая,Спортивная площадка,"2,65 м",,,,,,,,,,,,,,,,,
11000000,1-комнатная,"40,1 м²",,10 м²,10 из 23,совмещённый,1,Нужен ремонт,нет,на улицу,,есть,кирпич-монолит,,подземная,,,есть,,,,,,,2023,,,,,,,,,
