price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Мебель,Вид из окна,Серия дома,Лифт,Материал стен,Отопление,Парковка,,Высота потолков,Балкон/лоджия,Отделка,Срок сдачи,Тип жилья,Кондиционер,Кухонная мебель,Временная эпоха,Год постройки,Интернет,Вид из окон,Реновация,Территория,Холодильник,Стиральная машина,Телевизор,Посудомойка,Консьерж
25284700,1-комнатная,41 м²,"12,8 м²","19,3 м²",10 из 13,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
14000000,1-комнатная,41 м²,21 м²,10 м²,10 из 14,совмещённый,1,Евро,,во двор,И-209А,есть,блок,центральное,,Хорошие школы,"2,64 м",есть,,,,,,брежневка,,,,,,,,,,
14300000,1-комнатная,41 м²,20 м²,10 м²,10 из 16,,,,есть,,,,панель,центральное,,Хорошая школа,,есть,,,,,есть,,,,,,,есть,есть,,,
18900000,1-комнатная,41 м²,20 м²,9 м²,10 из 22,совмещённый,1,Евро,есть,на улицу,1605-АМ,есть,монолит,центральное,закрытая,Спортивная площадка,"2,7 м",есть,,,,,,,,,,,,,,,,
9500000,1-комнатная,41 м²,9 м²,18 м²,11 из 17,раздельный,1,Чистовая отделка,нет,во двор,П-111М,есть,панель,центральное,,,,есть,,,,,,,,,,,,,,,,
27039500,1-комнатная,41 м²,"10,9 м²","19,8 м²",11 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
12000000,1-комнатная,41 м²,,14 м²,12 из 16,совмещённый,1,Дизайнерский,есть,на улицу,,есть,монолит,центральное,закрытая,,"2,9 м",есть,,,,,,,2015,,,,,,,,,
16500000,1-комнатная,41 м²,22 м²,11 м²,12 из 17,совмещённый,1,Дизайнерский,есть,во двор,,есть,панель,,подземная,,"2,7 м",есть,,,,,,,,,,,,,,,,
25793360,1-комнатная,41 м²,13 м²,,12 из 23,,,,,,,есть,кирпич-монолит,,закрытая,,"3,02 м",,без отделки,,,,,,2024,,,,закрытая,,,,,есть
15045801,1-комнатная,41 м²,"12,5 м²",,13 из 27,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
23076276,1-комнатная,41 м²,"13,1 м²",,13 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
24495000,1-комнатная,41 м²,26 м²,4 м²,14 из 14,совмещённый,1,Дизайнерский,есть,на улицу,,есть,монолит,,подземная,Спортивная площадка,3 м,,,,,,есть,,2018,,,,,,,,,
11850000,1-комнатная,41 м²,17 м²,11 м²,14 из 20,раздельный,1,Евро,,на улицу,,есть,монолит,,подземная,,"2,8 м",есть,,,апартаменты,,,,,,,,,,,,,
17400000,1-комнатная,41 м²,24 м²,12 м²,14 из 21,,,,,,,,монолит,,,,,,,,,,,,,,,,,,,,,
10277196,1-комнатная,41 м²,"13,9 м²","13,7 м²",15 из 23,,,,,во двор,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
23000000,1-комнатная,41 м²,14 м²,12 м²,18 из 27,совмещённый,1,Нужен ремонт,,во двор,,есть,монолит,,подземная,,,,,,,,,,2025,,,,,,,,,
21800000,1-комнатная,41 м²,24 м²,10 м²,2 из 39,совмещённый,1,Евро,есть,на улицу,,есть,монолит,,подземная,Спортивная площадка,"3,1 м",,,,,,есть,,2022,,,,,,,,,
26000000,1-комнатная,41 м²,"19,3 м²","10,3 м²",21 из 21,совмещённый,1,,нет,на улицу,,есть,монолит,,,,"2,8 м",есть,,,,,,,,,,,,,,,,
26000000,1-комнатная,41 м²,,10 м²,21 из 21,,6,,,на улицу,,,,,,,,есть,,,,,,,,,,,,,,,,
26000000,1-комнатная,41 м²,,10 м²,21 из 21,,,,,на улицу,,,,,,,,есть,,,,,,,,,,,,,,,,
19159300,1-комнатная,41 м²,"14,8 м²",,3 из 20,совмещённый,1,,,во двор,,есть,кирпич-монолит,,закрытая,Спортивная площадка,3 м,,без отделки,1 кв. 2028 г.,,,,,,,,,,,,,,
8649549,1-комнатная,41 м²,"11,8 м²","14,1 м²",3 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
11490000,1-комнатная,41 м²,17 м²,13 м²,4 из 9,совмещённый,1,Евро,есть,во двор,,есть,блок,,закрытая,,,есть,,,,,,,,,,,,,,,,
10650000,1-комнатная,41 м²,21 м²,"9,4 м²",6 из 17,раздельный,1,,,на улицу,П-3М,есть,панель,центральное,,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
10650000,1-комнатная,41 м²,21 м²,"9,4 м²",6 из 17,раздельный,1,Евро,есть,на улицу,П-3М,есть,панель,центральное,,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
9107302,1-комнатная,41 м²,"10,5 м²","14,4 м²",6 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
13290000,1-комнатная,41 м²,22 м²,7 м²,7 из 16,совмещённый,1,Евро,есть,во двор,,есть,панель,,открытая,,"2,7 м",,,,,есть,есть,,2023,,,,,,,,,
25977600,1-комнатная,41 м²,"10,9 м²","19,8 м²",7 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
9900000,1-комнатная,41 м²,19 м²,9 м²,8 из 12,раздельный,1,Хороший,,на улицу,II-18,есть,блок,центральное,закрытая,Хорошая школа,"2,64 м",,,,,,,брежневка,,,,,,,,,,
19000000,1-комнатная,41 м²,21 м²,"8,5 м²",8 из 14,совмещённый,1,Евро,,,ГМС-2001,есть,панель,центральное,,Спортивная площадка,"2,8 м",,,,,,,,,,,,,,,,,
14100000,1-комнатная,41 м²,21 м²,"9,5 м²",8 из 15,раздельный,1,Хороший,,во двор,,есть,монолит,центральное,закрытая,Фитнес клуб,,есть,,,,,,,,,,,,,,,,
10400000,1-комнатная,41 м²,"19,5 м²","9,6 м²",8 из 16,совмещённый,1,Евро,,во двор,II-68,есть,панель,центральное,закрытая,Спортивная площадка,"2,48 м",есть,,,,,,,,,,,,,,,,
11200000,1-комнатная,41 м²,19 м²,9 м²,8 из 17,раздельный,1,Нужен ремонт,нет,,П-44,есть,панель,центральное,закрытая,Фитнес клуб,,,,,,,,,,,во двор и на улицу,,,,,,,
26227700,1-комнатная,41 м²,"10,9 м²","19,8 м²",8 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
9334773,1-комнатная,41 м²,"10,5 м²","14,4 м²",8 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
15600000,1-комнатная,41 м²,"17,9 м²","11,5 м²",8 из 24,совмещённый,1,Хороший,есть,на улицу,,есть,кирпич,центральное,закрытая,,"2,8 м",,,,,,,,,,,,,,,,,
22176408,1-комнатная,41 м²,"13,2 м²",,8 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
13690000,1-комнатная,41 м²,20 м²,"8,5 м²",9 из 10,совмещённый,1,Дизайнерский,есть,во двор,П-44,есть,панель,центральное,,Фитнес клуб,"2,7 м",есть,,,,есть,есть,,,есть,,,,есть,есть,есть,есть,
12600000,1-комнатная,41 м²,21 м²,9 м²,9 из 12,раздельный,1,,,на улицу,П-47,есть,панель,центральное,,Спортивная площадка,,,,,,,,,,,,,,,,,,
20600000,1-комнатная,"42,1 м²","17,3 м²",15 м²,12 из 12,совмещённый,1,Нужен ремонт,,на улицу,,есть,монолит,,,,,есть,,,,,,,2024,,,,,,,,,
19990000,1-комнатная,"42,1 м²","18,2 м²","14,8 м²",25 из 25,совмещённый,1,Дизайнерский,есть,на улицу,,есть,кирпич-монолит,,подземная,,"2,85 м",,,,,есть,есть,,2018,,,,,,,,,
23652545,1-комнатная,"42,1 м²","27,5 м²","3,5 м²",33 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
9500000,1-комнатная,"42,1 м²","18,5 м²",11 м²,8 из 14,совмещённый,1,Евро,,во двор,,есть,кирпич,,,,,есть,,,,,,,,,,,,,,,,
15000000,1-комнатная,"42,1 м²","15,9 м²",4 м²,8 из 9,совмещённый,1,Хороший,,,,есть,кирпич,центральное,открытая,Спортивная площадка,"2,8 м",есть,,,,,,,2017,,,,,,,,,
21713636,1-комнатная,"42,2 м²","14,1 м²","14,9 м²",11 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
15000000,1-комнатная,"42,2 м²","17,5 м²","9,2 м²",12 из 18,раздельный,1,Хороший,есть,во двор,,есть,монолит,центральное,закрытая,Хорошая школа,"2,7 м",есть,,,,,,,,,,,,,,,,
21807303,1-комнатная,"42,2 м²","14,1 м²","14,9 м²",13 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
21990379,1-комнатная,"42,2 м²","14,1 м²","14,9 м²",17 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
22041470,1-комнатная,"42,2 м²","14,1 м²","14,9 м²",18 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
10676600,1-комнатная,"42,2 м²","9,1 м²","18,2 м²",19 из 27,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
14780044,1-комнатная,"42,2 м²",14 м²,"10,8 м²",21 из 30,,,,,,,,монолит,,,,3 м,,без отделки,2026 г.,,,,,,,,,,,,,,
12586000,1-комнатная,"42,2 м²",18 м²,"14,3 м²",23 из 25,,,,,,,,панель,,,,,,,,,,,,2014,,,,,,,,,
10359809,1-комнатная,"42,2 м²","10,8 м²","15,7 м²",3 из 14,совмещённый,1,,,,,есть,монолит,,открытая,,"2,8 м",есть,,3 кв. 2025 г.,,,,,,,,,,,,,,
12500000,1-комнатная,"42,2 м²","19,8 м²","9,4 м²",3 из 16,раздельный,1,,нет,на улицу,,есть,панель,центральное,,Хорошие школы,"2,64 м",есть,,,,,,,,,,,,,,,,
20648470,1-комнатная,"42,2 м²",,,4 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
19900000,1-комнатная,"42,2 м²","21,5 м²","10,2 м²",4 из 24,совмещённый,1,Хороший,есть,во двор,,есть,,,подземная,,"2,7 м",есть,,,,,,,,,,,,,,,,
24480220,1-комнатная,"42,2 м²","12,8 м²","20,2 м²",5 из 13,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",есть,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
19606125,1-комнатная,"42,2 м²","37,2 м²",,5 из 16,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2027 г.,,,,,,,,,,,,,,
15750000,1-комнатная,"42,2 м²","21,5 м²",11 м²,7 из 24,,,,,,,,монолит,,,,,есть,,,,,,,,,,,,,,,,
25509900,1-комнатная,"42,2 м²","12,8 м²","20,2 м²",9 из 13,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",есть,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
20984832,1-комнатная,"42,3 м²","37,3 м²",,13 из 16,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2027 г.,,,,,,,,,,,,,,
14909481,1-комнатная,"42,3 м²",14 м²,"10,8 м²",25 из 30,,,,,,,,монолит,,,,3 м,,без отделки,2026 г.,,,,,,,,,,,,,,
22768253,1-комнатная,"42,3 м²","14,2 м²","14,9 м²",32 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
8824466,1-комнатная,"42,3 м²","14,5 м²","13,7 м²",4 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
17484916,1-комнатная,"42,3 м²","10,5 м²",,6 из 59,,,,,,,,,,,,"2,85 м",,,2028 г.,,,,,,,,,,,,,,
24952770,1-комнатная,"42,3 м²","13,2 м²","20,1 м²",7 из 11,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",есть,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
20248166,1-комнатная,"42,3 м²","37,3 м²",,9 из 16,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2027 г.,,,,,,,,,,,,,,
30500000,1-комнатная,"42,4 м²",19 м²,9 м²,13 из 33,,,Нужен ремонт,есть,на улицу,,,монолит,,,,3 м,,,,,есть,есть,,2023,,,,,,,,,
20330000,1-комнатная,"42,4 м²","25,9 м²","5,4 м²",18 из 35,совмещённый,1,Нужен ремонт,нет,во двор,,есть,монолит,,подземная,,"3,3 м",есть,,,,,,,2024,,,,,,,,,
26000000,1-комнатная,"42,4 м²",19 м²,13 м²,43 из 43,совмещённый,1,Черновая отделка,,,,есть,монолит,,подземная,,3 м,,,,,,,,2023,,во двор и на улицу,,,,,,,
11250403,1-комнатная,"42,5 м²","13,4 м²","14,6 м²",18 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
11282674,1-комнатная,"42,5 м²","13,4 м²","14,6 м²",19 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
23095079,1-комнатная,"42,5 м²","13,2 м²","17,6 м²",20 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
26000000,1-комнатная,"42,5 м²","23,6 м²","9,5 м²",3 из 22,совмещённый,1,Чистовая отделка,,на улицу,,есть,кирпич-монолит,,подземная,,"3,25 м",,,2025 г.,,,,,,,,,,,,,,
20935500,1-комнатная,"42,5 м²",24 м²,,8 из 45,совмещённый,1,,,во двор,,есть,кирпич-монолит,,закрытая,Спортивная площадка,3 м,,предчистовая,1 кв. 2028 г.,,,,,,,,,,,,,,
8920398,1-комнатная,"42,6 м²","14,2 м²","16,2 м²",2 из 23,,,,,во двор,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
21000000,1-комнатная,"42,6 м²","13,4 м²","20,5 м²",23 из 24,совмещённый,1,,нет,на улицу,,,монолит,,,,"2,7 м",,,,,,,,2024,,,,,,,,,
10905600,1-комнатная,"42,6 м²","11,1 м²","17,4 м²",24 из 27,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
9250000,1-комнатная,"42,6 м²","19,1 м²","12,4 м²",7 из 10,раздельный,1,Хороший,есть,на улицу,,есть,панель,,открытая,,"2,55 м",есть,,,,,,,,,,,,,,,,
9250000,1-комнатная,"42,6 м²","19,1 м²","12,4 м²",7 из 10,раздельный,1,,есть,на улицу,,есть,панель,,закрытая,,"2,55 м",есть,,,,,есть,,,,,,,,,,,
28391757,1-комнатная,"42,7 м²","13,3 м²",,17 из 17,,,,,во двор,,,,,,,"3,4 м",,без отделки,2025 г.,,,,,,,,,,,,,,
19210730,1-комнатная,"42,7 м²","27,8 м²",,2 из 27,совмещённый,1,,,во двор,,есть,кирпич-монолит,,закрытая,Спортивная площадка,3 м,,без отделки,1 кв. 2028 г.,,,,,,,,,,,,,,
17323390,1-комнатная,"42,7 м²","13,7 м²",,2 из 30,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
8600000,1-комнатная,"42,7 м²",19 м²,"12,2 м²",3 из 10,раздельный,1,Нужен ремонт,,на улицу,,есть,панель,центральное,,,,есть,,,,,,,,,,,,,,,,
22420489,1-комнатная,"42,7 м²","25,4 м²","4,5 м²",4 из 17,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
32000000,1-комнатная,"42,7 м²","12,6 м²","21,7 м²",6 из 21,совмещённый,1,Чистовая отделка,,на улицу,,есть,монолит,,подземная,,"3,03 м",,,,апартаменты,,,,2024,,,,,,,,,
23149390,1-комнатная,"42,8 м²","18,5 м²",,10 из 17,,,,,во двор,,,,,,,"3,06 м",,без отделки,2025 г.,,,,,,,,,,,,,,
23485730,1-комнатная,"42,8 м²","18,5 м²",,11 из 17,,,,,во двор,,,,,,,"3,06 м",,без отделки,2025 г.,,,,,,,,,,,,,,
10770806,1-комнатная,"42,8 м²","15,3 м²",16 м²,12 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
23082340,1-комнатная,"42,8 м²","13,8 м²",,12 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
10886981,1-комнатная,"42,8 м²","15,3 м²",16 м²,14 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
28458248,1-комнатная,"42,8 м²","18,5 м²",,17 из 17,,,,,во двор,,,,,,,"3,4 м",,без отделки,2025 г.,,,,,,,,,,,,,,
10981713,1-комнатная,"42,8 м²","15,3 м²",16 м²,17 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
24300000,1-комнатная,"42,8 м²","16,2 м²",19 м²,2 из 22,совмещённый,1,Нужен ремонт,нет,на улицу,,есть,монолит,,подземная,,"3,1 м",,,,,,,,2024,,,,,,,,,
23870112,1-комнатная,"42,8 м²",,,3 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
10169999,1-комнатная,"42,8 м²","15,3 м²",16 м²,4 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,чистовая,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
14356983,1-комнатная,"42,8 м²","11,4 м²",,4 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
16363724,1-комнатная,"42,8 м²","11,9 м²",,4 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
29964280,1-комнатная,"42,8 м²","15,7 м²","18,1 м²",6 из 22,раздельный,1,,,,,есть,монолит,,закрытая,,"3,07 м",есть,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
24463778,1-комнатная,"42,8 м²",14 м²,"15,5 м²",7 из 46,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,чистовая,2 кв. 2027 г.,,,,,,,,,,,,,,
13200000,1-комнатная,"42,8 м²",20 м²,8 м²,8 из 12,раздельный,1,,,на улицу,П-46,есть,панель,центральное,,,,есть,,,,,,брежневка,,,,,,,,,,
24463778,1-комнатная,"42,8 м²",14 м²,"15,5 м²",9 из 46,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,чистовая,2 кв. 2027 г.,,,,,,,,,,,,,,
17160429,1-комнатная,"42,9 м²","11,9 м²",,11 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
23255836,1-комнатная,"42,9 м²","26,6 м²",,13 из 24,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
24413065,1-комнатная,"42,9 м²","15,5 м²",,15 из 17,,,,,во двор,,,,,,,"3,06 м",,без отделки,2025 г.,,,,,,,,,,,,,,
17375572,1-комнатная,"42,9 м²","11,9 м²",,17 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
26418378,1-комнатная,"42,9 м²",,,20 из 23,,,,,,,есть,кирпич-монолит,,закрытая,,"3,02 м",,без отделки,4 кв. 2025 г.,,,,,,,,,закрытая,,,,,есть
15672302,1-комнатная,"42,9 м²","11,7 м²",,20 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
9293852,1-комнатная,"42,9 м²","13,5 м²",14 м²,5 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
22685434,1-комнатная,"42,9 м²","13,8 м²",,8 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
17061973,1-комнатная,"42,9 м²","11,9 м²",,8 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
18790800,1-комнатная,42 м²,"13,3 м²",,10 из 10,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
11300000,1-комнатная,42 м²,27 м²,10 м²,10 из 17,раздельный,1,Хороший,,во двор,,есть,панель,,,,,,,,,,,,,,,,,,,,,
27000000,1-комнатная,42 м²,12 м²,20 м²,11 из 14,совмещённый,1,Дизайнерский,есть,во двор,,есть,монолит,,подземная,,3 м,,,,,есть,есть,,2023,,,,,,,,,
23500000,1-комнатная,42 м²,28 м²,5 м²,11 из 25,совмещённый,1,Евро,,во двор,,есть,,,подземная,Спортивная площадка,3 м,,,,апартаменты,,,,2021,,,,,,,,,
26800000,1-комнатная,42 м²,12 м²,20 м²,12 из 14,совмещённый,1,Дизайнерский,есть,во двор,,,монолит,,подземная,,3 м,,,,,есть,есть,,2023,,,,,,,,,
18500000,1-комнатная,42 м²,,11 м²,12 из 19,,,Дизайнерский,,во двор,,есть,,,,,"2,7 м",есть,,,,,,,,,,,,,,,,
24000000,1-комнатная,42 м²,23 м²,13 м²,12 из 28,совмещённый,1,Чистовая отделка,,на улицу,,есть,кирпич-монолит,,подземная,Спортивная площадка,3 м,,,,,,,,2023,,,,,,,,,
22500000,1-комнатная,42 м²,"12,8 м²","20,5 м²",14 из 21,совмещённый,1,Евро,,,,есть,монолит,,подземная,,"2,74 м",,,,,,,,2024,,во двор и на улицу,,,,,,,
31490000,1-комнатная,42 м²,30 м²,5 м²,14 из 37,совмещённый,1,Дизайнерский,,на улицу,,есть,монолит,,подземная,,"3,1 м",,,,,есть,,,,,,,,,,,,
25500000,1-комнатная,42 м²,22 м²,14 м²,14 из 48,совмещённый,1,Дизайнерский,,,,есть,монолит,,,,,,,,,,,,2022,,,,,,,,,
18500000,1-комнатная,42 м²,"17,1 м²","9,7 м²",16 из 17,совмещённый,1,Хороший,нет,во двор,,есть,монолит,центральное,закрытая,Хорошие школы,"2,9 м",есть,,,,,,,,,,,,,,,,
17400000,1-комнатная,42 м²,13 м²,20 м²,17 из 21,совмещённый,1,,,на улицу,,есть,кирпич-монолит,,,,,,,,,,,,2023,,,,,,,,,
21000000,1-комнатная,42 м²,26 м²,"4,7 м²",18 из 20,совмещённый,1,Черновая отделка,,,,есть,кирпич-монолит,,подземная,,"2,95 м",,,,,,,,2024,,во двор и на улицу,,,,,,,
17500000,1-комнатная,42 м²,19 м²,15 м²,19 из 25,совмещённый,1,Евро,,во двор,,есть,,,закрытая,,"2,8 м",,,,,,,,2018,,,,,,,,,
28800000,1-комнатная,42 м²,22 м²,6 м²,2 из 20,совмещённый,1,Нужен ремонт,,на улицу,,есть,кирпич,,подземная,,3 м,,,,,,,,2022,,,,,,,,,
20004600,1-комнатная,42 м²,"10,7 м²",,29 из 30,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
15464948,1-комнатная,42 м²,"26,5 м²",,3 из 24,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
16000000,1-комнатная,42 м²,13 м²,19 м²,3 из 29,,2,Нужен ремонт,,на улицу,,,,,подземная,,3 м,,,,,,,,2024,,,,,,,,,
20300000,1-комнатная,42 м²,,6 м²,5 из 8,совмещённый,1,Дизайнерский,есть,во двор,,есть,кирпич,центральное,закрытая,Хорошие школы,,,,,,,,,,,,,,,,,,
9834826,1-комнатная,"43,1 м²","14,8 м²","15,6 м²",10 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
10003519,1-комнатная,"43,1 м²","14,8 м²","15,6 м²",12 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
10087866,1-комнатная,"43,1 м²","14,8 м²","15,6 м²",13 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
10256559,1-комнатная,"43,1 м²","14,8 м²","15,6 м²",15 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
17683930,1-комнатная,"43,1 м²","13,5 м²",,15 из 28,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,без отделки,2027 г.,,,,,,,,,,,,,,
15570814,1-комнатная,"43,1 м²","11,7 м²",,16 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
10904300,1-комнатная,"43,1 м²",11 м²,"16,5 м²",20 из 27,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
10904300,1-комнатная,"43,1 м²",11 м²,"16,5 м²",21 из 27,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
23330596,1-комнатная,"43,1 м²","30,1 м²","3,6 м²",27 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
8966055,1-комнатная,"43,1 м²","14,8 м²","15,6 м²",3 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
16204598,1-комнатная,"43,1 м²","11,8 м²",,37 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
16212037,1-комнатная,"43,1 м²","11,8 м²",,38 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
30900130,1-комнатная,"43,1 м²","13,7 м²",,4 из 23,,,,,,,есть,кирпич-монолит,,закрытая,,"3,02 м",,без отделки,3 кв. 2025 г.,,,,,,,,,закрытая,,,,,есть
14950000,1-комнатная,"43,1 м²",16 м²,16 м²,4 из 29,совмещённый,1,Дизайнерский,,во двор,,есть,кирпич-монолит,центральное,подземная,Спортивная площадка,"2,85 м",,,,,,,,2019,,,,,,,,,
16226878,1-комнатная,"43,1 м²","11,8 м²",,40 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
