price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Балкон/лоджия,Ремонт,Вид из окон,Год постройки,Высота потолков,Лифт,Материал стен,Парковка,Мебель,Вид из окна,,Срок сдачи,Территория,Временная эпоха,Отопление,Консьерж,Отделка,Серия дома,Тип жилья,Кухонная мебель,Кондиционер,Посудомойка,Холодильник,Стиральная машина,Реновация,Интернет,Телевизор
12899999,2-комнатная,"37,7 м²","22,6 м²",6 м²,4 из 12,совмещённый,1,есть,,,,"2,5 м",есть,блок,,,,,,,брежневка,центральное,,,II-18,,,,,,,,,
14970000,2-комнатная,"37,7 м²","23,7 м²",6 м²,7 из 14,раздельный,1,есть,Хороший,,,"2,7 м",есть,панель,закрытая,нет,во двор,Хорошая школа,,,брежневка,центральное,,,И-209А,,,,,,,,,
18579689,2-комнатная,"37,8 м²","11,4 м²","17,5 м²",11 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
9950000,2-комнатная,"37,8 м²","23,8 м²","6,4 м²",2 из 12,раздельный,1,,Нужен ремонт,,,"2,5 м",есть,панель,закрытая,,на улицу,Хорошая школа,,,брежневка,центральное,,,II-18,,,,,,,,,
11535000,2-комнатная,"37,8 м²",24 м²,"6,2 м²",5 из 14,,,,,,,,,панель,,,,,,,,,,,,,,,,,,,,
18229600,2-комнатная,"37,8 м²","11,4 м²","17,5 м²",6 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
9500000,2-комнатная,"37,8 м²","23,8 м²","6,4 м²",7 из 12,совмещённый,1,,Нужен ремонт,,,"2,64 м",есть,блок,закрытая,,во двор,Хорошая школа,,,брежневка,,,,II-18,,,,,,,,,
13000000,2-комнатная,"37,9 м²",23 м²,"7,5 м²",4 из 9,совмещённый,1,,Хороший,,,"2,65 м",есть,блок,,есть,во двор,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
16000000,2-комнатная,"37,9 м²",22 м²,6 м²,9 из 14,раздельный,1,есть,Хороший,,,"2,65 м",есть,панель,,,на улицу,Хорошие школы,,,брежневка,центральное,,,И-209А,,,,,,,,,
16000000,2-комнатная,"37,9 м²",22 м²,6 м²,9 из 14,раздельный,1,есть,,,,"2,65 м",есть,панель,,,на улицу,Хорошие школы,,,брежневка,центральное,,,И-209А,,,,,,,,,
10000000,2-комнатная,37 м²,24 м²,7 м²,2 из 12,раздельный,1,,Нужен ремонт,,,"2,65 м",есть,панель,закрытая,нет,во двор,Хорошая школа,,,брежневка,,,,II-18,,,,,,,,,
12100000,2-комнатная,37 м²,23 м²,"7,4 м²",2 из 9,совмещённый,1,,,,,"2,55 м",есть,блок,,нет,во двор,,,,брежневка,центральное,,,II-18,,есть,,,,,,,
21089493,2-комнатная,37 м²,"14,4 м²","14,7 м²",27 из 30,совмещённый,1,,,,,3 м,,монолит,закрытая,,во двор,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
21195507,2-комнатная,37 м²,"14,4 м²","14,7 м²",29 из 30,совмещённый,1,,,,,3 м,,монолит,закрытая,,во двор,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
11000000,2-комнатная,37 м²,23 м²,"7,5 м²",3 из 9,совмещённый,1,,Хороший,,,,есть,блок,закрытая,,во двор,Хорошая школа,,,брежневка,центральное,,,II-18,,,,,,,,,
14500000,2-комнатная,37 м²,20 м²,10 м²,4 из 13,совмещённый,1,,Евро,,2022,"2,7 м",есть,монолит,подземная,есть,во двор,,,,,,,,,,,,,,,,,
9600000,2-комнатная,37 м²,23 м²,"7,5 м²",4 из 9,совмещённый,1,,Нужен ремонт,,,,есть,панель,закрытая,нет,во двор,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
10200000,2-комнатная,37 м²,"22,3 м²","7,6 м²",4 из 9,совмещённый,1,,Хороший,,,"2,5 м",есть,блок,закрытая,есть,во двор,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
15100000,2-комнатная,37 м²,23 м²,"7,5 м²",5 из 9,совмещённый,1,,Евро,,,"2,64 м",есть,блок,закрытая,есть,во двор,Хорошие школы,,,брежневка,центральное,,,II-18,апартаменты,,,,,,,,
9100000,2-комнатная,37 м²,22 м²,9 м²,9 из 9,совмещённый,1,есть,Нужен ремонт,,,,,,,,,Хорошие школы,,,,,,,II-18,,,,,,,,,
9100000,2-комнатная,37 м²,22 м²,9 м²,9 из 9,совмещённый,1,есть,Черновая отделка,,,,,панель,,,,Хорошие школы,,,,,,,II-18,,,,,,,,,
8299999,2-комнатная,"38,1 м²",,"7,5 м²",1 из 12,раздельный,1,,Хороший,,,,есть,блок,,,во двор,Хорошие школы,,,брежневка,,,,II-18,,,,,,,,,
29875150,2-комнатная,"38,1 м²","12,1 м²","14,9 м²",13 из 19,совмещённый,1,,,,,"3,02 м",есть,монолит,закрытая,,во двор,,3 кв. 2025 г.,закрытая,,,есть,без отделки,,,,,,,,,,
11500000,2-комнатная,"38,1 м²","23,8 м²","6,5 м²",2 из 12,,,,,,,,,,,,,,,,брежневка,центральное,,,II-18,,,,,,,,,
19132934,2-комнатная,"38,1 м²","11,6 м²","17,7 м²",21 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
14499000,2-комнатная,"38,1 м²",25 м²,"6,4 м²",3 из 12,совмещённый,1,,Нужен ремонт,,,"2,64 м",есть,блок,закрытая,,во двор,,,,брежневка,центральное,,,II-18,,,,,,,,,
11600000,2-комнатная,"38,1 м²","23,4 м²",9 м²,8 из 14,раздельный,1,есть,,,,"2,64 м",есть,блок,,,во двор,,,,брежневка,центральное,,,И-209А,,,,,,,,,
17436725,2-комнатная,"38,2 м²","10,7 м²","16,6 м²",63 из 68,совмещённый,1,,,,,"2,85 м",есть,монолит,закрытая,,во двор,,3 кв. 2027 г.,,,,,без отделки,,,,,,,,,,
18138409,2-комнатная,"38,3 м²","11,4 м²","17,5 м²",2 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
10990000,2-комнатная,"38,3 м²","23,3 м²","6,3 м²",9 из 14,раздельный,1,есть,Хороший,во двор и на улицу,,"2,64 м",есть,панель,закрытая,,,,,,,,,,,,,,,,,,,
11350000,2-комнатная,"38,4 м²","22,5 м²","6,5 м²",1 из 12,,,,Хороший,,,,есть,панель,закрытая,есть,во двор,,,,брежневка,центральное,,,II-18,,,,,,,,,
9976597,2-комнатная,"38,4 м²","23,8 м²","5,3 м²",11 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
9288392,2-комнатная,"38,4 м²","25,7 м²","5,2 м²",12 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,без отделки,,,,,,,,,,
9664136,2-комнатная,"38,4 м²","25,7 м²","5,2 м²",17 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,без отделки,,,,,,,,,,
11400000,2-комнатная,"38,4 м²","25,3 м²","6,7 м²",5 из 12,раздельный,1,есть,,,,"2,7 м",есть,блок,,,,,,,,,,,,,,,,,,,,
10200000,2-комнатная,"38,4 м²",22 м²,"6,8 м²",6 из 12,совмещённый,1,,Хороший,,,,есть,панель,закрытая,есть,во двор,,,,брежневка,,,,И-700,,,,,,,,,
13000000,2-комнатная,"38,4 м²",24 м²,7 м²,8 из 12,раздельный,1,есть,Хороший,,,"2,8 м",есть,блок,закрытая,есть,,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
12000000,2-комнатная,"38,4 м²",23 м²,6 м²,8 из 12,раздельный,1,,Хороший,,,"2,64 м",есть,,,,на улицу,,,,брежневка,,,,II-18,,,,,,,,,
13300000,2-комнатная,"38,4 м²",24 м²,6 м²,8 из 12,раздельный,1,,Хороший,,,,есть,блок,закрытая,,на улицу,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
10900000,2-комнатная,"38,5 м²",22 м²,7 м²,1 из 12,раздельный,1,,Хороший,,,"2,5 м",есть,блок,закрытая,,во двор,Спортивная площадка,,,брежневка,центральное,,,II-18,,,,,,,,,
10700000,2-комнатная,"38,5 м²","28,5 м²",6 м²,12 из 12,раздельный,1,,Нужен ремонт,,,"2,5 м",есть,блок,закрытая,,во двор,,,,,,,,,,,,,,,,,
13850000,2-комнатная,"38,5 м²",26 м²,6 м²,12 из 12,раздельный,1,,Дизайнерский,,,"2,6 м",есть,панель,закрытая,есть,во двор,Хорошие школы,,,брежневка,центральное,,,II-18/12,,,,,,,,,
17134779,2-комнатная,"38,5 м²","11,7 м²","17,9 м²",12 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
22000000,2-комнатная,"38,5 м²","29,5 м²",4 м²,14 из 14,совмещённый,1,есть,,,,,есть,панель,,,во двор,,,,,,,,,,,,,,,,,
10700000,2-комнатная,"38,5 м²",23 м²,8 м²,6 из 9,совмещённый,1,,Хороший,,,,есть,блок,закрытая,есть,на улицу,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
20950000,2-комнатная,"38,5 м²",24 м²,6 м²,7 из 14,совмещённый,1,есть,Дизайнерский,,,"2,64 м",есть,блок,,есть,во двор,Хорошая школа,,,брежневка,центральное,,,И-209А,,есть,,,,,,,
11450000,2-комнатная,"38,5 м²","23,1 м²","6,6 м²",8 из 12,раздельный,1,,Евро,,,,есть,блок,,,во двор,,,,,,,,,,,,,,,,,
11500000,2-комнатная,"38,6 м²",24 м²,6 м²,1 из 14,раздельный,1,есть,Хороший,,,,есть,панель,,,во двор,,,,брежневка,центральное,,,И-209А,,,,,,,,,
8900000,2-комнатная,"38,6 м²",22 м²,13 м²,14 из 16,раздельный,1,,,,,270 м,есть,блок,,,на улицу,Спортивная площадка,,,брежневка,,,,,апартаменты,,,,,,,,
8900000,2-комнатная,"38,6 м²","20,6 м²",13 м²,14 из 16,раздельный,1,,Хороший,,,270 м,есть,блок,закрытая,,на улицу,Спортивная площадка,,,брежневка,,,,,апартаменты,,,,,,,,
16740332,2-комнатная,"38,6 м²","11,7 м²","17,9 м²",3 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
10750000,2-комнатная,"38,7 м²",24 м²,"6,2 м²",10 из 14,раздельный,1,есть,Евро,,,"2,64 м",есть,блок,закрытая,,во двор,,,,брежневка,центральное,,,И-209А,,,,,,,,,
14000000,2-комнатная,"38,7 м²","22,2 м²",7 м²,11 из 12,раздельный,1,,Хороший,,,"2,5 м",есть,блок,закрытая,нет,во двор,Хорошая школа,,,брежневка,центральное,,,II-18,,,,,,,,,
9663901,2-комнатная,"38,7 м²","19,3 м²","5,5 м²",14 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,без отделки,,,,,,,,,,
17946355,2-комнатная,"38,7 м²","11,9 м²",18 м²,20 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
12000000,2-комнатная,"38,7 м²",24 м²,"6,2 м²",4 из 14,раздельный,1,есть,Хороший,,,"2,7 м",есть,блок,закрытая,,во двор,Хорошие школы,,,брежневка,центральное,,,И-209А,,,,,,,,,
11500000,2-комнатная,"38,7 м²","22,3 м²","7,1 м²",5 из 12,раздельный,1,есть,,,,,есть,блок,,,во двор,Хорошая школа,,,брежневка,центральное,,,II-18,,,,,,,,,
13900000,2-комнатная,"38,7 м²","24,1 м²","6,2 м²",6 из 9,совмещённый,1,есть,,,,"2,64 м",есть,кирпич,,,на улицу,,,,брежневка,центральное,,,II-29,,,,,,,,,
13900000,2-комнатная,"38,7 м²","24,1 м²",6 м²,6 из 9,совмещённый,1,есть,Евро,,,"2,64 м",есть,кирпич,открытая,есть,на улицу,,,,брежневка,центральное,,,II-29,,,,,,,,,
10200000,2-комнатная,"38,7 м²","23,8 м²","6,2 м²",8 из 14,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,,,на улицу,,,,брежневка,центральное,,,И-209А,,,,,,,,,
10200000,2-комнатная,"38,7 м²","23,8 м²","6,2 м²",8 из 14,раздельный,1,есть,,,,"2,64 м",есть,панель,,,на улицу,,,,брежневка,центральное,,,И-209А,,,,,,,,,
10800000,2-комнатная,"38,8 м²",22 м²,8 м²,10 из 16,,,,,,2017,,,панель,,,,Хорошие школы,,,,центральное,,,,,,,,,,,,
13500000,2-комнатная,"38,8 м²",24 м²,6 м²,2 из 17,раздельный,1,есть,,,,"2,6 м",есть,монолит,,,на улицу,,,,брежневка,центральное,,,И-209А,,,,,,,,,
15000000,2-комнатная,"38,8 м²","25,5 м²","5,5 м²",3 из 5,раздельный,1,,Хороший,,,"2,77 м",,кирпич,,,во двор,,,,,,,,,,,,,,,,,
8800000,2-комнатная,"38,8 м²",24 м²,6 м²,9 из 12,раздельный,1,есть,,,,,,,,,во двор,,,,брежневка,центральное,,,II-18,,,,,,,,,
8500000,2-комнатная,"38,9 м²","25,1 м²",6 м²,1 из 12,раздельный,1,,Нужен ремонт,,,,есть,монолит,,,во двор,Спортивная площадка,,,брежневка,центральное,,,,,,,,,,,,
10500000,2-комнатная,"38,9 м²",24 м²,"6,4 м²",10 из 12,раздельный,1,есть,,,,,есть,панель,,,во двор,,,,брежневка,центральное,,,II-18,,,,,,,,,
11500000,2-комнатная,"38,9 м²",22 м²,"7,1 м²",12 из 12,раздельный,1,,Хороший,,,"2,5 м",есть,панель,закрытая,есть,на улицу,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
8980000,2-комнатная,"38,9 м²","25,2 м²",4 м²,2 из 12,раздельный,1,,,,,"2,58 м",есть,монолит,закрытая,нет,на улицу,Спортивная площадка,,,брежневка,центральное,,,,,,,,,,,,
9000000,2-комнатная,"38,9 м²",22 м²,"8,5 м²",2 из 12,раздельный,1,,Хороший,,,,есть,монолит,,,на улицу,Спортивная площадка,,,брежневка,центральное,,,,,,,,,,,,
8980000,2-комнатная,"38,9 м²","25,3 м²",4 м²,2 из 12,раздельный,1,,Хороший,,,"2,7 м",есть,монолит,закрытая,,на улицу,Спортивная площадка,,,брежневка,центральное,,,,,,,,,,,,
8990000,2-комнатная,"38,9 м²","25,2 м²","8,5 м²",2 из 12,раздельный,1,,,,,,есть,панель,,,на улицу,Спортивная площадка,,,брежневка,центральное,,,,,,,,,,,,
9500000,2-комнатная,"38,9 м²","23,8 м²","6,4 м²",4 из 12,раздельный,1,,Нужен ремонт,,,"2,5 м",есть,блок,закрытая,нет,во двор,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
11990000,2-комнатная,"38,9 м²","23,9 м²","6,3 м²",4 из 12,раздельный,1,есть,,,,"2,55 м",есть,блок,,,во двор,,,,,,,,,,,,,,,,,
8500000,2-комнатная,"38,9 м²",24 м²,"5,5 м²",5 из 5,совмещённый,1,,Нужен ремонт,,,"2,7 м",,,закрытая,,во двор,Хорошая школа,,,хрущевка,,,,,,,,,,,,,
11800000,2-комнатная,"38,9 м²","22,2 м²","7,5 м²",8 из 12,раздельный,1,,Хороший,,,,есть,блок,подземная,есть,во двор,Хорошая школа,,,брежневка,центральное,,,И-209А,,,,,,,,,
13500000,2-комнатная,38 м²,24 м²,7 м²,1 из 12,совмещённый,1,,Евро,во двор и на улицу,,"2,6 м",есть,панель,закрытая,нет,,Хорошие школы,,,брежневка,,,,II-18,,,,,,,,,
13500000,2-комнатная,38 м²,"22,8 м²",6 м²,1 из 12,совмещённый,1,,,,,,есть,панель,,,,Хорошие школы,,,брежневка,,,,II-18,,,,,,,,,
11990000,2-комнатная,38 м²,"21,3 м²","6,6 м²",1 из 12,совмещённый,1,,Евро,,,,есть,панель,,есть,во двор,Хорошая школа,,,,центральное,,,,,,,,,,,,
13500000,2-комнатная,38 м²,"22,8 м²",6 м²,1 из 12,совмещённый,1,,Евро,во двор и на улицу,,,есть,панель,,,,Хорошие школы,,,брежневка,,,,II-18,,,,,,,,,
14000000,2-комнатная,38 м²,"23,8 м²",6 м²,1 из 14,совмещённый,1,есть,,,,"2,6 м",есть,панель,закрытая,есть,во двор,,,,брежневка,центральное,,,И-209А,,есть,,,,,,,
22990000,2-комнатная,38 м²,23 м²,"7,5 м²",1 из 9,совмещённый,1,,Дизайнерский,,,"2,64 м",есть,блок,закрытая,есть,во двор,Хорошая школа,,,,центральное,,,II-18,,,,,,,,,
11000000,2-комнатная,38 м²,23 м²,8 м²,1 из 9,совмещённый,1,,Нужен ремонт,,,"2,65 м",есть,блок,закрытая,,во двор,Хорошие школы,,,,центральное,,,II-18,,,,,,,,,
11890000,2-комнатная,38 м²,22 м²,6 м²,13 из 14,раздельный,1,есть,Евро,,,"2,64 м",,панель,,,,Хорошая школа,,,брежневка,центральное,,,И-209А,,,,,,,,,
13000000,2-комнатная,38 м²,"26,5 м²",6 м²,15 из 16,раздельный,1,,,,,"3,2 м",есть,кирпич,,есть,на улицу,,,,брежневка,,,,,,есть,,,,,,,
12000000,2-комнатная,38 м²,"23,1 м²","6,4 м²",2 из 12,совмещённый,1,,Евро,во двор и на улицу,,"2,5 м",есть,блок,закрытая,нет,,,,,брежневка,центральное,,,II-18,,,,,,,,,
10789000,2-комнатная,38 м²,21 м²,6 м²,2 из 9,совмещённый,1,,Хороший,,,,есть,панель,,,на улицу,,,,,,,,,,,,,,,,,
12890000,2-комнатная,38 м²,26 м²,7 м²,2 из 9,совмещённый,1,,Дизайнерский,во двор и на улицу,,"2,6 м",есть,блок,,есть,,Хорошая школа,,,,центральное,,,II-18,,есть,,,,,,,
10790000,2-комнатная,38 м²,21 м²,6 м²,2 из 9,совмещённый,1,,Хороший,,,,есть,блок,закрытая,,на улицу,,,,,,,,,,,,,,,,,
11750000,2-комнатная,38 м²,24 м²,6 м²,4 из 9,совмещённый,1,есть,,,,,есть,панель,,,во двор,,,,,,,,,,,,,,,,,
11400000,2-комнатная,38 м²,24 м²,7 м²,5 из 9,совмещённый,1,есть,Хороший,во двор и на улицу,,"2,5 м",есть,блок,закрытая,,,Хорошая школа,,,,,,,II-18,,,,,,,,,
11400000,2-комнатная,38 м²,24 м²,7 м²,5 из 9,совмещённый,1,есть,,,,"2,5 м",есть,блок,,,во двор,Хорошая школа,,,,,,,II-18,,,,,,,,,
10500000,2-комнатная,38 м²,26 м²,8 м²,5 из 9,совмещённый,1,,Хороший,,,"2,64 м",есть,блок,закрытая,есть,на улицу,,,,брежневка,центральное,,,II-18,,,,,,,,,
18200000,2-комнатная,38 м²,,7 м²,7 из 9,совмещённый,1,,Евро,,,,есть,кирпич,закрытая,нет,во двор,Хорошие школы,,,брежневка,центральное,,,,,,,,,,,,
11900000,2-комнатная,38 м²,"22,4 м²",7 м²,8 из 9,совмещённый,1,,Хороший,во двор и на улицу,,,есть,блок,закрытая,есть,,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
15000000,2-комнатная,38 м²,"23,5 м²","6,4 м²",9 из 12,раздельный,1,,Нужен ремонт,во двор и на улицу,,"2,5 м",есть,блок,закрытая,есть,,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
11500000,2-комнатная,"39,1 м²",24 м²,5 м²,3 из 16,,,есть,Нужен ремонт,,2023,3 м,есть,монолит,подземная,,во двор,,,,,,,,,,,,,,,,,
17086024,2-комнатная,"39,2 м²","9,9 м²","18,3 м²",2 из 31,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,на улицу,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
8350000,2-комнатная,"39,3 м²",30 м²,3 м²,3 из 16,раздельный,1,,Хороший,,,"2,5 м",есть,панель,закрытая,,во двор,Спортивная площадка,,,брежневка,,,,,апартаменты,,,,,,,,
10005219,2-комнатная,"39,4 м²","24,9 м²","5,8 м²",12 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
10034002,2-комнатная,"39,4 м²","24,9 м²","5,8 м²",13 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
10062038,2-комнатная,"39,4 м²","24,9 м²","5,8 м²",14 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
10143957,2-комнатная,"39,4 м²","24,9 м²","5,8 м²",16 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
13200000,2-комнатная,"39,4 м²",28 м²,"5,5 м²",3 из 9,раздельный,1,есть,,,,"2,64 м",есть,кирпич,,,на улицу,Хорошая школа,,,брежневка,центральное,,,II-29,,,,,,,,,
8100000,2-комнатная,"39,5 м²",20 м²,4 м²,2 из 4,совмещённый,1,,Евро,,,"2,64 м",,монолит,закрытая,есть,во двор,,,,сталинка,,,,,апартаменты,,,,,,,,
19015337,2-комнатная,"39,5 м²","10,3 м²","18,9 м²",25 из 31,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,на улицу,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
21291523,2-комнатная,"39,5 м²","10,8 м²","21,1 м²",26 из 30,совмещённый,1,,,,,3 м,,монолит,закрытая,,во двор,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
18876583,2-комнатная,"39,8 м²","10,3 м²","18,9 м²",16 из 31,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,на улицу,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,без отделки,,,,,,,,Подлежит реновации,,
10530682,2-комнатная,"39,8 м²",25 м²,"5,9 м²",17 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
18313855,2-комнатная,"39,8 м²","10,6 м²","19,8 м²",2 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
11790000,2-комнатная,39 м²,"23,8 м²",6 м²,12 из 14,раздельный,1,есть,Хороший,,,"2,64 м",есть,блок,закрытая,,во двор,,,,брежневка,центральное,,,И-209А,,,,,,,,,
11800000,2-комнатная,39 м²,"23,3 м²","7,1 м²",2 из 5,раздельный,1,,,,,"2,6 м",,кирпич,,,,Хорошие школы,,,хрущевка,центральное,,,,,,,,,,,,
15500000,2-комнатная,39 м²,"22,2 м²","7,2 м²",6 из 12,раздельный,1,есть,,во двор и на улицу,,"2,55 м",есть,блок,,есть,,Хорошие школы,,,брежневка,центральное,,,II-18/12,,есть,есть,,есть,есть,,есть,есть
14900000,2-комнатная,39 м²,,"6,5 м²",6 из 12,раздельный,1,есть,Евро,,,,есть,блок,,есть,во двор,,,,брежневка,,,,II-18,,есть,есть,,есть,есть,,есть,есть
12139266,2-комнатная,39 м²,"12,2 м²","16,7 м²",6 из 13,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2026 г.,,,,,без отделки,,апартаменты,,,,,,,,
19300000,2-комнатная,39 м²,"23,2 м²",7 м²,7 из 19,совмещённый,1,,Дизайнерский,,,,есть,блок,закрытая,есть,на улицу,Хорошая школа,,,,центральное,,,1-МГ-601,,,,,,,,,
10500000,2-комнатная,39 м²,24 м²,6 м²,8 из 12,раздельный,1,есть,,во двор и на улицу,,,есть,блок,,,,Хорошая школа,,,брежневка,центральное,,,II-18,,,,,,,,,
9664374,2-комнатная,39 м²,"24,8 м²","5,6 м²",8 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
9738882,2-комнатная,39 м²,"24,8 м²","5,6 м²",9 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
20500000,2-комнатная,"40,1 м²",22 м²,13 м²,12 из 46,,,,Чистовая отделка,,2024,"3,2 м",,,,,во двор,,,,,,,,,,,,,,,,,
10300000,2-комнатная,"40,2 м²","24,3 м²","5,8 м²",1 из 12,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,,,во двор,Хорошая школа,,,брежневка,центральное,,,II-49,,,,,,,,,
35331459,2-комнатная,"40,3 м²","13,8 м²",19 м²,9 из 9,совмещённый,1,,,,,"6,3 м",есть,монолит,закрытая,,во двор,Хорошая школа,4 кв. 2025 г.,закрытая,,,,без отделки,,,,,,,,,,
19765317,2-комнатная,"40,4 м²","35,4 м²",,14 из 16,,,,,,,"3,06 м",,,,,на улицу,,2027 г.,,,,,без отделки,,,,,,,,,,
16500000,2-комнатная,"40,4 м²","24,8 м²","8,1 м²",5 из 5,совмещённый,1,есть,,,,,,кирпич,,,на улицу,Хорошая школа,,,,центральное,,,1-511,,,,,,,Подлежит реновации,,
12700000,2-комнатная,"40,5 м²","14,5 м²","14,8 м²",16 из 17,совмещённый,1,есть,,,2014,,,,,,во двор,,,,,,,,,,,,,,,,,
11300000,2-комнатная,"40,5 м²",25 м²,6 м²,2 из 5,совмещённый,1,,Хороший,,,"2,64 м",,,закрытая,,во двор,Хорошая школа,,,,центральное,,,К-7,,,,,,,,,
10041931,2-комнатная,"40,6 м²","25,9 м²","5,6 м²",15 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
13800000,2-комнатная,"40,6 м²","25,9 м²","5,2 м²",5 из 5,раздельный,1,,Евро,,,"2,5 м",,кирпич,закрытая,,на улицу,,,,хрущевка,,,,1-511,,,,,,,,,
10490000,2-комнатная,"40,6 м²","27,9 м²",6 м²,5 из 5,раздельный,1,есть,,,,,,кирпич,,,во двор,Хорошие школы,,,хрущевка,центральное,,,1-511,,,,,,,,,
9680216,2-комнатная,"40,6 м²","25,9 м²","5,6 м²",6 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
19447875,2-комнатная,"40,7 м²","11,2 м²","20,8 м²",11 из 24,совмещённый,1,,,,,"2,72 м",есть,монолит,закрытая,,во двор,,2 кв. 2027 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
8990000,2-комнатная,"40,7 м²","30,7 м²",10 м²,13 из 13,,,,,,2020,3 м,есть,,закрытая,,,,,,,,,,,апартаменты,,,,,,,,
11000000,2-комнатная,"40,8 м²","29,3 м²","6,5 м²",1 из 5,раздельный,1,,Хороший,во двор и на улицу,,248 м,,,закрытая,,,Хорошие школы,,,хрущевка,,,,II-29,,,,,,,,,
