price,Комнатность,Площадь квартиры,Жилая площадь,Этаж,Отделка,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Площадь кухни,Санузел,Кол-во санузлов,Балкон/лоджия,Серия дома,Отопление,,Тип жилья,Вид из окна,Ремонт,Вид из окон,Временная эпоха,Реновация,Территория,Год постройки,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Консьерж
22513415,2-комнатная,"69,9 м²","26,4 м²",14 из 21,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
29214143,2-комнатная,"69,9 м²",,14 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34356909,2-комнатная,"69,9 м²","49,5 м²",40 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,9 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
34575788,2-комнатная,"69,9 м²","49,5 м²",43 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,9 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
34886455,2-комнатная,"69,9 м²","49,5 м²",47 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,9 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
22187592,2-комнатная,"69,9 м²","26,4 м²",9 из 21,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
21000000,2-комнатная,69 м²,35 м²,11 из 25,,,3 м,есть,монолит,закрытая,15 м²,совмещённый,1,,,центральное,Спортивная площадка,,,Дизайнерский,во двор и на улицу,,,,,,,,есть,,,,,
33423925,2-комнатная,69 м²,,12 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56738700,2-комнатная,69 м²,,16 из 17,предчистовая,1 кв. 2025 г.,"3,2 м",,монолит,,,,,,,,,апартаменты,,,,,,,,,,,,,,,,
40500000,2-комнатная,69 м²,40 м²,18 из 31,,,"3,15 м",есть,монолит,подземная,11 м²,совмещённый,1,,,,Спортивная площадка,,на улицу,Дизайнерский,,,,,2022,есть,,,есть,,есть,,,
30000000,2-комнатная,69 м²,32 м²,2 из 27,,,3 м,есть,кирпич-монолит,подземная,12 м²,раздельный,2,есть,,,,,во двор,Нужен ремонт,,,,,2023,,,,,,,,,
34500000,2-комнатная,69 м²,"34,8 м²",3 из 29,,,"3,1 м",есть,монолит,,"16,5 м²",,3,есть,,,,,во двор,Дизайнерский,,,,,2023,,,,,,,,,
22760000,2-комнатная,69 м²,"34,1 м²",5 из 31,,2026 г.,,,,,"5,3 м²",,,,,,,,,,,,,,,,,,,,,,,
17472000,2-комнатная,69 м²,36 м²,6 из 10,,,"2,8 м",есть,панель,открытая,12 м²,совмещённый,1,есть,,,,,во двор,Дизайнерский,,,,,,,,,,,,,,
24400000,2-комнатная,69 м²,45 м²,6 из 18,,,,есть,панель,,9 м²,раздельный,1,есть,КОПЭ,центральное,Хорошая школа,,во двор,,,,,,,,,,есть,,,,,
24400000,2-комнатная,69 м²,45 м²,6 из 18,,,,есть,панель,,9 м²,раздельный,1,,КОПЭ,центральное,Хорошая школа,,во двор,Евро,,,,,,,,,,,,,,
45500000,2-комнатная,69 м²,40 м²,6 из 19,,,"3,1 м",есть,монолит,подземная,22 м²,,2,,,,,апартаменты,во двор,Хороший,,,,,2022,,,,,,,,,
33590868,2-комнатная,69 м²,,9 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30351758,2-комнатная,"70,1 м²","44,7 м²",4 из 24,,2025 г.,,,монолит,подземная,9 м²,,,,,,,,,,,,,,,,,,,,,,,
12000000,2-комнатная,"70,1 м²",45 м²,8 из 8,,,,есть,кирпич,,8 м²,раздельный,1,,,центральное,Хорошая школа,апартаменты,во двор,Черновая отделка,,сталинка,,,,,,,,,,,,
28900000,2-комнатная,"70,2 м²","34,8 м²",29 из 31,,,3 м,есть,монолит,,,совмещённый,2,есть,,центральное,Хорошие школы,апартаменты,во двор,Черновая отделка,,,,закрытая,2015,,,,нет,,,,,
27563936,2-комнатная,"70,2 м²",,6 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
22536727,2-комнатная,"70,2 м²","42,3 м²",6 из 18,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"5,3 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
35097754,2-комнатная,"70,2 м²","29,3 м²",7 из 49,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
22752171,2-комнатная,"70,2 м²","42,3 м²",9 из 18,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"5,3 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
29555526,2-комнатная,"70,3 м²","42,3 м²",2 из 17,,2025 г.,,,монолит,подземная,7 м²,,,,,,,,,,,,,,,,,,,,,,,
29272978,2-комнатная,"70,3 м²",,4 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
36084990,2-комнатная,"70,3 м²","28,2 м²",4 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"22,4 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
36506790,2-комнатная,"70,3 м²","28,2 м²",5 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"22,4 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
37350390,2-комнатная,"70,3 м²","28,2 м²",7 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"22,4 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
38222110,2-комнатная,"70,3 м²","28,2 м²",9 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"22,4 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
27595674,2-комнатная,"70,4 м²",,6 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
26500000,2-комнатная,"70,5 м²",25 м²,18 из 22,,,,есть,панель,,11 м²,совмещённый,1,есть,КОПЭ,центральное,Хорошая школа,,,Дизайнерский,,,,,,,,,есть,,,,,
24808950,2-комнатная,"70,5 м²","26,3 м²",2 из 19,предчистовая,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
37103289,2-комнатная,"70,7 м²","29,5 м²",14 из 49,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
44393792,2-комнатная,"70,7 м²",,16 из 24,без отделки,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,закрытая,,,,,,,,,,есть
22250000,2-комнатная,"70,7 м²","23,9 м²",9 из 9,,2026 г.,,,,,"23,4 м²",,,,,,,,,,,,,,,,,,,,,,,
53786760,2-комнатная,"70,8 м²",,13 из 17,предчистовая,1 кв. 2025 г.,"3,2 м",,монолит,,,,,,,,,апартаменты,,,,,,,,,,,,,,,,
61447320,2-комнатная,"70,8 м²",,2 из 15,,2 кв. 2027 г.,,,монолит,,,совмещённый,1,,,,,,,,,,,,,,,,,,,,,
38706360,2-комнатная,"70,8 м²","29,7 м²",5 из 11,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,22 м²,раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
39131160,2-комнатная,"70,8 м²","29,7 м²",6 из 11,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,22 м²,раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
39987840,2-комнатная,"70,8 м²","29,7 м²",8 из 11,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,22 м²,раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
37078235,2-комнатная,"70,9 м²","38,4 м²",12 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
34904779,2-комнатная,"70,9 м²","48,9 м²",4 из 25,,2025 г.,,,монолит,подземная,"5,6 м²",,,,,,,,,,,,,,,,,,,,,,,
42500000,2-комнатная,70 м²,40 м²,10 из 11,,,3 м,есть,монолит,подземная,"9,5 м²",раздельный,1,есть,,,,,на улицу,Нужен ремонт,,,,,2021,,,,,,,,,
37800000,2-комнатная,70 м²,30 м²,11 из 37,,,"3,4 м",есть,кирпич-монолит,подземная,15 м²,совмещённый,1,,,,Спортивная площадка,,на улицу,Дизайнерский,,,,,2016,есть,,,есть,,есть,,,
35700000,2-комнатная,70 м²,40 м²,13 из 21,,,3 м,есть,монолит,подземная,15 м²,совмещённый,1,есть,,центральное,Хорошие школы,апартаменты,во двор,Дизайнерский,,,,,2016,есть,есть,есть,есть,,есть,есть,есть,
23143050,2-комнатная,70 м²,"42,1 м²",13 из 25,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"5,4 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
36683850,2-комнатная,70 м²,"26,8 м²",14 из 49,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
24000000,2-комнатная,70 м²,33 м²,16 из 24,,,"2,7 м",есть,кирпич-монолит,закрытая,17 м²,раздельный,1,есть,,центральное,Хорошая школа,,во двор,Евро,,,,,,,,,есть,,,,,
42000000,2-комнатная,70 м²,42 м²,17 из 39,,,"3,1 м",есть,монолит,подземная,20 м²,совмещённый,2,,,,Спортивная площадка,,,Дизайнерский,во двор и на улицу,,,,2022,,,,есть,,есть,,,
23813580,2-комнатная,70 м²,"42,1 м²",21 из 25,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"5,4 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
29000000,2-комнатная,70 м²,46 м²,3 из 8,,,"2,5 м",есть,кирпич,,8 м²,совмещённый,1,,,центральное,,,,Дизайнерский,,,,закрытая,,,есть,есть,есть,,есть,,есть,
43300000,2-комнатная,70 м²,"32,3 м²",4 из 16,,,"3,1 м",есть,монолит,подземная,17 м²,совмещённый,2,,,,,,,Евро,во двор и на улицу,,,,2024,,,,,,,,,
79000000,2-комнатная,70 м²,,45 из 78,,,,есть,монолит,подземная,30 м²,,2,,,,,апартаменты,,Дизайнерский,во двор и на улицу,,,,2020,,,,,,,,,
34463940,2-комнатная,70 м²,"29,3 м²",5 из 49,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200000,2-комнатная,70 м²,38 м²,5 из 9,,,"2,7 м",есть,монолит,закрытая,15 м²,раздельный,1,есть,,,,,во двор,Нужен ремонт,,,,,,,,,нет,,,,,
39900000,2-комнатная,70 м²,27 м²,7 из 7,,,"3,1 м",есть,монолит,подземная,27 м²,,2,,,,Спортивная площадка,,на улицу,Дизайнерский,,,,,2019,есть,,,есть,,есть,,,
41000000,2-комнатная,70 м²,33 м²,9 из 18,,,"3,1 м",есть,монолит,подземная,15 м²,совмещённый,1,,,центральное,Хорошие школы,,во двор,Евро,,,,,,,,,,,,,,
37000000,2-комнатная,"71,1 м²","28,8 м²",11 из 23,,,"3,1 м",есть,монолит,подземная,"16,4 м²",совмещённый,2,,,,,,,Черновая отделка,во двор и на улицу,,,,2024,,,,,,,,,
36475163,2-комнатная,"71,1 м²",,21 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27380000,2-комнатная,"71,1 м²","32,8 м²",5 из 14,,,"3,1 м",есть,монолит,закрытая,"22,1 м²",,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2022,,,,нет,,,,,
39500000,2-комнатная,"71,1 м²",41 м²,7 из 8,,,"2,9 м",есть,кирпич,открытая,12 м²,совмещённый,1,,,центральное,Хорошие школы,,во двор,Дизайнерский,,сталинка,,,,,,,есть,,,,,
40292370,2-комнатная,"71,1 м²","27,4 м²",9 из 11,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"24,6 м²",раздельный,1,есть,,,,,,,,,,закрытая,,,,,,,,,,
38791087,2-комнатная,"71,2 м²","38,4 м²",14 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
40016034,2-комнатная,"71,2 м²","38,4 м²",16 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
25817120,2-комнатная,"71,2 м²","25,3 м²",17 из 28,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
15500000,2-комнатная,"71,2 м²","33,9 м²",6 из 24,,,"2,7 м",есть,монолит,открытая,"21,5 м²",,2,,,,,,,Хороший,во двор и на улицу,,,,,,,,,,,,,
36915709,2-комнатная,"71,3 м²","37,7 м²",14 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
26153820,2-комнатная,"71,4 м²",25 м²,13 из 36,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
29780251,2-комнатная,"71,5 м²","43,3 м²",2 из 21,,2025 г.,,,монолит,подземная,7 м²,,,,,,,,,,,,,,,,,,,,,,,
26891150,2-комнатная,"71,5 м²",25 м²,22 из 36,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
25110800,2-комнатная,"71,5 м²","26,8 м²",6 из 36,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
26420400,2-комнатная,"71,6 м²","25,5 м²",27 из 28,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
36056762,2-комнатная,"71,7 м²",,16 из 28,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34433126,2-комнатная,"71,8 м²","34,4 м²",16 из 17,,2025 г.,,,монолит,подземная,9 м²,,,,,,,,,,,,,,,,,,,,,,,
30888801,2-комнатная,"71,8 м²","37,7 м²",2 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
50353340,2-комнатная,"71,8 м²",,8 из 17,предчистовая,1 кв. 2025 г.,"3,2 м",,монолит,,,,,,,,,апартаменты,,,,,,,,,,,,,,,,
30607686,2-комнатная,"71,9 м²","34,4 м²",3 из 17,,2025 г.,,,монолит,подземная,9 м²,,,,,,,,,,,,,,,,,,,,,,,
29500000,2-комнатная,"71,9 м²","40,1 м²",3 из 9,,,"3,2 м",есть,кирпич,закрытая,"7,9 м²",раздельный,1,,,,,,во двор,Дизайнерский,,сталинка,,,,,,,есть,,,,,
41500000,2-комнатная,71 м²,27 м²,11 из 14,,,,есть,монолит,,"26,6 м²",совмещённый,1,,,центральное,Спортивная площадка,,во двор,Дизайнерский,,,,,2019,,,,,,,,,
48926100,2-комнатная,71 м²,"28,4 м²",11 из 22,,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,"17,2 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
39164673,2-комнатная,71 м²,"37,7 м²",16 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
37841793,2-комнатная,71 м²,"29,5 м²",17 из 49,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
54989500,2-комнатная,71 м²,"29,8 м²",19 из 22,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"15,8 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
38204958,2-комнатная,71 м²,"29,5 м²",19 из 49,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700000,2-комнатная,71 м²,45 м²,2 из 28,,,,есть,монолит,,14 м²,совмещённый,1,есть,,центральное,Хорошие школы,апартаменты,,Дизайнерский,,,,,2018,,,,,,,,,
34566350,2-комнатная,71 м²,"44,3 м²",4 из 25,,2025 г.,,,монолит,подземная,"8,2 м²",,,,,,,,,,,,,,,,,,,,,,,
24549954,2-комнатная,71 м²,"43,2 м²",5 из 12,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"5,5 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
34923521,2-комнатная,71 м²,"37,7 м²",9 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
31787138,2-комнатная,"72,1 м²","35,2 м²",2 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
31017863,2-комнатная,"72,1 м²","37,7 м²",2 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
34650000,2-комнатная,"72,3 м²","29,6 м²",16 из 25,,,3 м,есть,монолит,подземная,"21,8 м²",совмещённый,2,есть,,,,,,Нужен ремонт,,,,,2021,,,,,,,,,
7790951,2-комнатная,"72,3 м²","57,2 м²",2 из 9,без отделки,,"2,8 м",есть,кирпич-монолит,закрытая,"10,8 м²",,,,,,Торговый центр,,,,,,,закрытая,2018,,,,,,,,,
26000000,2-комнатная,"72,4 м²","45,7 м²",16 из 21,,,"2,73 м",есть,монолит,подземная,12 м²,совмещённый,1,есть,,,,,,Евро,во двор и на улицу,,,,2022,есть,,,есть,,есть,,,
22720000,2-комнатная,"72,4 м²","26,6 м²",19 из 24,,2026 г.,,,,,"24,1 м²",,,,,,,,,,,,,,,,,,,,,,,
24080000,2-комнатная,"72,4 м²","26,3 м²",22 из 24,,2026 г.,,,,,"24,2 м²",,,,,,,,,,,,,,,,,,,,,,,
31331528,2-комнатная,"72,5 м²",38 м²,13 из 21,,2025 г.,,,монолит,подземная,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
49938000,2-комнатная,"72,5 м²","34,5 м²",13 из 22,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"17,8 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
50982000,2-комнатная,"72,5 м²","28,8 м²",15 из 22,,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,"17,8 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
31780158,2-комнатная,"72,5 м²",38 м²,16 из 21,,2025 г.,,,монолит,подземная,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
54998500,2-комнатная,"72,5 м²","30,2 м²",19 из 22,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"16,4 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
47987750,2-комнатная,"72,5 м²","30,3 м²",2 из 7,,2 кв. 2025 г.,"3,08 м",есть,монолит,закрытая,"4,8 м²",совмещённый,1,есть,,,,,,,,,,закрытая,,,,,,,,,,
27942023,2-комнатная,"72,5 м²",,5 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
30731155,2-комнатная,"72,5 м²",38 м²,5 из 21,,2025 г.,,,монолит,подземная,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
30915885,2-комнатная,"72,5 м²",38 м²,7 из 21,,2025 г.,,,монолит,подземная,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
32000000,2-комнатная,"72,5 м²",33 м²,8 из 26,,,"3,1 м",есть,монолит,подземная,18 м²,,,,,,,,,Дизайнерский,во двор и на улицу,,,,2023,,,,есть,,,,,
31001653,2-комнатная,"72,5 м²",38 м²,9 из 21,,2025 г.,,,монолит,подземная,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
27500000,2-комнатная,"72,6 м²","41,3 м²",7 из 26,,,"3,1 м",есть,монолит,подземная,"10,4 м²",,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2023,,,,,,,,,
27500000,2-комнатная,"72,6 м²","10,5 м²",7 из 26,,,,есть,монолит,,"41,5 м²",совмещённый,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2023,,,,,,,,,
27977638,2-комнатная,"72,7 м²",,4 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
45000000,2-комнатная,"72,8 м²","28,6 м²",11 из 16,,,3 м,есть,монолит,подземная,"27,6 м²",,2,,,,,,на улицу,Евро,,,,,2023,,,,,,,,,
46982017,2-комнатная,"72,8 м²","37,3 м²",17 из 17,без отделки,2025 г.,"3,4 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
29462916,2-комнатная,"72,8 м²",,2 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
35584281,2-комнатная,"72,8 м²","37,3 м²",6 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
35912246,2-комнатная,"72,8 м²","37,3 м²",7 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
23647594,2-комнатная,"72,9 м²","42,7 м²",15 из 25,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"7,3 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
22176399,2-комнатная,"72,9 м²","42,7 м²",2 из 25,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"7,3 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
23810306,2-комнатная,"72,9 м²","42,7 м²",20 из 25,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"7,3 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
38505780,2-комнатная,"72,9 м²","31,7 м²",8 из 19,,2 кв. 2025 г.,"3,08 м",есть,монолит,закрытая,"8,5 м²",раздельный,1,есть,,,,,,,,,,закрытая,,,,,,,,,,
32000000,2-комнатная,72 м²,"30,6 м²",10 из 14,,,"3,2 м",есть,монолит,подземная,"15,4 м²",совмещённый,2,есть,,,,,на улицу,Нужен ремонт,,,,,2018,,,,,,,,,
43000000,2-комнатная,72 м²,28 м²,10 из 15,,,3 м,есть,кирпич,,"11,5 м²",,,есть,,,Спортивная площадка,,,Чистовая отделка,во двор и на улицу,сталинка,,,,,,,нет,,есть,,,
39000000,2-комнатная,72 м²,38 м²,10 из 30,,,"2,9 м",есть,монолит,подземная,29 м²,,4,,,,,,,Дизайнерский,во двор и на улицу,,,,2024,есть,,,есть,,есть,,,
25581600,2-комнатная,72 м²,"26,9 м²",10 из 36,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
31000000,2-комнатная,72 м²,32 м²,2 из 29,,,"3,1 м",есть,монолит,подземная,13 м²,,2,есть,,,Спортивная площадка,,,Нужен ремонт,во двор и на улицу,,,,2023,,,,,,,,,
68000000,2-комнатная,72 м²,,24 из 79,,,,есть,монолит,подземная,20 м²,совмещённый,1,,,,,апартаменты,,Дизайнерский,во двор и на улицу,,,,2020,,,,,,,,,
30500000,2-комнатная,72 м²,40 м²,3 из 27,,,,есть,кирпич-монолит,,21 м²,совмещённый,2,,,,,,,Нужен ремонт,,,,,2022,,,,,,,,,
97690000,2-комнатная,72 м²,,3 из 6,,,,есть,кирпич-монолит,подземная,25 м²,совмещённый,1,,,,Хорошие школы,апартаменты,на улицу,Дизайнерский,,,,,2017,,,,,,,,,
31161312,2-комнатная,72 м²,"46,9 м²",4 из 25,,2025 г.,,,монолит,подземная,"4,8 м²",,,,,,,,,,,,,,,,,,,,,,,
33600000,2-комнатная,72 м²,33 м²,5 из 26,,,"3,1 м",есть,монолит,подземная,18 м²,совмещённый,2,,,,,,,Дизайнерский,во двор и на улицу,,,,2023,,,,есть,,,,,
34500000,2-комнатная,72 м²,28 м²,6 из 16,,,"3,2 м",есть,кирпич-монолит,подземная,23 м²,,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2024,,,,,,,,,
28500000,2-комнатная,72 м²,40 м²,7 из 29,,,"3,15 м",есть,монолит,подземная,21 м²,,2,,,,,,во двор,Нужен ремонт,,,,,2023,есть,,,есть,,есть,,,
21000000,2-комнатная,72 м²,28 м²,8 из 32,,,,,монолит,,13 м²,,,,,,Спортивная площадка,,,,,,,,2021,,,,,,,,,
51897600,2-комнатная,72 м²,,9 из 17,предчистовая,1 кв. 2025 г.,"3,2 м",,монолит,,,,,,,,,апартаменты,,,,,,,,,,,,,,,,
41140079,2-комнатная,"73,2 м²","40,8 м²",16 из 17,без отделки,2025 г.,"3,06 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
47240160,2-комнатная,"73,2 м²","40,8 м²",17 из 17,без отделки,2025 г.,"3,4 м",,,,,,,,,,,,во двор,,,,,,,,,,,,,,,
37365020,2-комнатная,"73,2 м²",37 м²,4 из 17,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
27450000,2-комнатная,"73,2 м²","25,4 м²",40 из 48,предчистовая,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
41438663,2-комнатная,"73,3 м²","28,6 м²",23 из 46,чистовая,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
35714559,2-комнатная,"73,3 м²","28,6 м²",31 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
35884875,2-комнатная,"73,3 м²","28,6 м²",33 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
36114431,2-комнатная,"73,3 м²","28,6 м²",36 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
36269937,2-комнатная,"73,3 м²","28,6 м²",38 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
40320500,2-комнатная,"73,3 м²","28,6 м²",7 из 46,чистовая,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
40239044,2-комнатная,"73,3 м²","28,6 м²",8 из 46,чистовая,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,26 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
40617857,2-комнатная,"73,4 м²","28,6 м²",14 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"22,1 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,есть
41314716,2-комнатная,"73,4 м²","28,6 м²",16 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"22,1 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,есть
35342599,2-комнатная,"73,4 м²","31,2 м²",2 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"18,5 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,есть
31332339,2-комнатная,"73,5 м²",,10 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
31016693,2-комнатная,"73,5 м²",,10 из 15,предчистовая,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
