price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Территория,Балкон/лоджия,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Отопление,Консьерж,,Вид из окон,Тип жилья,Вид из окна,Отделка,Год постройки,Временная эпоха,Серия дома,Реновация
22000000,3-комнатная,69 м²,,,7 из 16,совмещённый,2,,,есть,монолит,,закрытая,,Евро,есть,,есть,есть,есть,есть,,,,,,во двор и на улицу,,,,2019,,,
14541949,3-комнатная,"70,1 м²",30 м²,"19,3 м²",10 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,,,,,
25700000,3-комнатная,"70,2 м²","43,4 м²",10 м²,8 из 16,раздельный,1,,,есть,панель,,,есть,Черновая отделка,,,,,,,,,центральное,,Хорошая школа,,,,,,,II-05,
25260000,3-комнатная,"70,3 м²","37,7 м²","5,1 м²",26 из 31,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
38395662,3-комнатная,"70,4 м²","28,9 м²","22,7 м²",2 из 13,,2,4 кв. 2025 г.,"3,62 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,Хорошая школа,,,во двор,без отделки,,,,
27205939,3-комнатная,"70,4 м²","35,6 м²","18,6 м²",5 из 13,,,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
17800000,3-комнатная,"70,5 м²","40,9 м²","10,1 м²",1 из 14,раздельный,1,,,есть,панель,,,,Хороший,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,,П-44,
37000000,3-комнатная,"70,5 м²","45,6 м²",9 м²,31 из 44,,2,,"2,8 м",есть,монолит,подземная,,,Нужен ремонт,,,,нет,,,,,,,Спортивная площадка,во двор и на улицу,,,,2022,,,
30000000,3-комнатная,"70,6 м²","43,4 м²","9,5 м²",15 из 17,раздельный,1,,3 м,есть,панель,закрытая,,,Хороший,,,,есть,,,,,центральное,,,,,во двор,,,,ГМС-2001,
33000000,3-комнатная,"70,7 м²",48 м²,"17,2 м²",29 из 34,совмещённый,2,,"3,5 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,на улицу,,2023,,,
27900000,3-комнатная,"70,7 м²",45 м²,8 м²,3 из 8,раздельный,1,,"2,7 м",есть,кирпич,закрытая,,есть,Евро,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-05,
33000000,3-комнатная,"70,7 м²",48 м²,"17,2 м²",4 из 34,совмещённый,2,,"3,5 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,во двор,,2023,,,
64207364,3-комнатная,"70,8 м²","30,1 м²","21,3 м²",17 из 19,,2,3 кв. 2025 г.,"6,62 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,на улицу,без отделки,,,,
35884293,3-комнатная,"70,9 м²","25,1 м²","24,8 м²",12 из 21,,2,4 кв. 2025 г.,"3,02 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,Хорошая школа,,,во двор,без отделки,,,,
66506577,3-комнатная,"70,9 м²","30,1 м²",22 м²,19 из 19,,2,3 кв. 2025 г.,"6,45 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,на улицу,без отделки,,,,
24000000,3-комнатная,70 м²,"33,5 м²","14,5 м²",12 из 14,раздельный,2,,"2,8 м",есть,кирпич-монолит,подземная,,есть,Дизайнерский,есть,,,есть,,есть,,,,,,,,на улицу,,2019,,,
28000000,3-комнатная,70 м²,40 м²,12 м²,12 из 21,совмещённый,1,,3 м,есть,монолит,подземная,,,Дизайнерский,есть,есть,есть,есть,,есть,есть,есть,центральное,,Хорошие школы,,апартаменты,на улицу,,2016,,,
15398379,3-комнатная,70 м²,"30,2 м²","18,8 м²",12 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,,,,,
22000000,3-комнатная,70 м²,46 м²,8 м²,15 из 16,раздельный,1,,"2,6 м",есть,панель,,,есть,,,,есть,есть,есть,есть,есть,есть,,,,,,во двор,,,,II-68,
36471667,3-комнатная,70 м²,31 м²,"19,8 м²",31 из 31,совмещённый,1,2 кв. 2027 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
50000000,3-комнатная,70 м²,40 м²,10 м²,4 из 18,,2,,3 м,есть,монолит,подземная,,,Евро,есть,,,есть,,есть,,,,,Спортивная площадка,,,на улицу,,2018,,,
7500000,3-комнатная,70 м²,41 м²,"13,5 м²",4 из 4,раздельный,2,,3 м,есть,кирпич-монолит,,закрытая,,Нужен ремонт,,,,нет,,,,,,,,,,,,,,,
35000000,3-комнатная,70 м²,42 м²,11 м²,6 из 9,раздельный,1,,"2,85 м",есть,кирпич,закрытая,,есть,Хороший,,,,нет,,,,,,,Хорошие школы,во двор и на улицу,,,,,брежневка,,
27000000,3-комнатная,70 м²,51 м²,11 м²,7 из 8,совмещённый,1,,"3,8 м",есть,монолит,,,есть,,,,,есть,,,,,,,,,апартаменты,,,,,,
39500000,3-комнатная,70 м²,34 м²,28 м²,8 из 39,,2,,,есть,,подземная,,,Дизайнерский,,,,есть,,,,,,,Спортивная площадка,,,на улицу,,2022,,,
14523472,3-комнатная,70 м²,"30,2 м²","18,8 м²",9 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,,,,,
14510623,3-комнатная,"71,1 м²","44,7 м²","7,1 м²",9 из 9,раздельный,2,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
15621214,3-комнатная,"71,2 м²","45,6 м²","5,1 м²",2 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
22000000,3-комнатная,"71,2 м²","48,5 м²","8,5 м²",3 из 5,раздельный,2,,"2,9 м",,кирпич,,,есть,Евро,,есть,есть,есть,есть,есть,есть,есть,,,Хорошая школа,во двор и на улицу,,,,,сталинка,,
41000000,3-комнатная,"71,2 м²",,"21,5 м²",8 из 14,,4,,3 м,есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,,,на улицу,,2023,,,
21000000,3-комнатная,"71,3 м²",48 м²,"9,4 м²",1 из 14,совмещённый,1,,,есть,кирпич,,,есть,,,,,,,,,,центральное,,Хорошая школа,,,на улицу,,,брежневка,Башня Вулыха,
30000000,3-комнатная,"71,3 м²","49,2 м²",8 м²,1 из 5,раздельный,1,,"3,2 м",,кирпич,,,,,,,,,,,,,,,,,,во двор,,,,,
28148527,3-комнатная,"71,3 м²","47,6 м²","6,6 м²",11 из 13,,,2 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
28001624,3-комнатная,"71,3 м²","22,1 м²","30,9 м²",2 из 30,,2,1 кв. 2025 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
27830386,3-комнатная,"71,3 м²","47,6 м²","6,6 м²",7 из 13,,,2 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
14905537,3-комнатная,"71,4 м²","46,4 м²",11 м²,10 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
15015714,3-комнатная,"71,4 м²","46,4 м²",11 м²,11 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
14888225,3-комнатная,"71,4 м²","37,1 м²","15,7 м²",2 из 16,,,4 кв. 2026 г.,"2,95 м",,,,,,,,,,,,,,,,,,,,,без отделки,,,,
16907742,3-комнатная,"71,4 м²","37,1 м²","15,7 м²",2 из 16,,,4 кв. 2026 г.,"2,95 м",,,,,,,,,,,,,,,,,,,,,чистовая,,,,
26000000,3-комнатная,"71,4 м²",,"10,6 м²",6 из 15,совмещённый,2,,"2,75 м",есть,монолит,подземная,,есть,Евро,,,,нет,,,,,,,,,,во двор,,,,,
14640847,3-комнатная,"71,4 м²","46,4 м²",11 м²,8 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
14845139,3-комнатная,"71,4 м²","46,4 м²",11 м²,9 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
40626664,3-комнатная,"71,5 м²","27,9 м²","27,4 м²",41 из 54,,2,2 кв. 2025 г.,3 м,,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,на улицу,без отделки,,хрущевка,,Подлежит реновации
25000000,3-комнатная,"71,5 м²","41,3 м²","11,6 м²",6 из 14,,2,,"2,6 м",есть,панель,,,есть,Евро,есть,,,есть,,есть,,,,,Спортивная площадка,,,на улицу,,,,ГМС-2001,
33184799,3-комнатная,"71,7 м²","41,8 м²","13,6 м²",20 из 30,,2,2 кв. 2025 г.,3 м,,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
22950000,3-комнатная,"71,8 м²",43 м²,"10,1 м²",12 из 17,раздельный,1,,"2,64 м",есть,панель,закрытая,,есть,Дизайнерский,,,,есть,,,,,,,,,,во двор,,,,,
25999390,3-комнатная,"71,8 м²","35,8 м²",,36 из 49,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
15990000,3-комнатная,"71,9 м²","43,1 м²","10,2 м²",7 из 16,,,,,,панель,,,,,,,,,,,,,центральное,,,,,,,,брежневка,П-44,
18400000,3-комнатная,71 м²,"40,8 м²","8,3 м²",10 из 10,раздельный,1,,"2,7 м",есть,панель,,,есть,Хороший,,,,,,,,,центральное,,,во двор и на улицу,,,,,,П-55,
28650000,3-комнатная,71 м²,35 м²,19 м²,10 из 22,совмещённый,2,,,,,,,,Хороший,,,,,,,,,,,,,,во двор,,2023,,,
24000000,3-комнатная,71 м²,51 м²,20 м²,10 из 26,совмещённый,1,,"2,8 м",есть,монолит,подземная,,есть,Евро,,,,,,,,,центральное,,Спортивная площадка,,апартаменты,во двор,,2015,,,
33199000,3-комнатная,71 м²,40 м²,18 м²,11 из 21,совмещённый,1,,3 м,есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,центральное,,Хорошие школы,,апартаменты,во двор,,2016,,,
40000000,3-комнатная,71 м²,30 м²,25 м²,12 из 14,совмещённый,2,,"3,2 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2021,,,
37000000,3-комнатная,71 м²,40 м²,20 м²,30 из 34,совмещённый,2,,4 м,есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,во двор,,2023,,,
31359559,3-комнатная,"72,1 м²","32,8 м²",,2 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
17283443,3-комнатная,"72,1 м²","37,6 м²","15,3 м²",5 из 16,,,4 кв. 2026 г.,"2,95 м",,,,,,,,,,,,,,,,,,,,,чистовая,,,,
30500000,3-комнатная,"72,2 м²","42,1 м²","10,9 м²",13 из 22,,2,,,есть,,подземная,,есть,Евро,,,,,,,,,,,,во двор и на улицу,,,,,,,
28000000,3-комнатная,"72,2 м²","43,8 м²","10,5 м²",17 из 17,раздельный,1,,,есть,панель,,,есть,Хороший,,,,,,,,,центральное,,Спортивная площадка,,,,,,,П-3,
22500000,3-комнатная,"72,2 м²",51 м²,"7,9 м²",6 из 6,раздельный,1,,,есть,,,,есть,,,,,нет,,,,,,,Хорошая школа,во двор и на улицу,,,,,сталинка,,
31382176,3-комнатная,"72,3 м²","36,3 м²","7,8 м²",11 из 30,,,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
14416918,3-комнатная,"72,3 м²","30,3 м²","20,9 м²",12 из 23,совмещённый,2,1 кв. 2025 г.,"2,6 м",есть,монолит,открытая,,,,,,,,,,,,,,,во двор и на улицу,апартаменты,,,,,,
23000000,3-комнатная,"72,4 м²",42 м²,18 м²,2 из 5,раздельный,1,,3 м,есть,кирпич,,,есть,,,,,нет,,,,,,,,во двор и на улицу,,,,,,,
24000000,3-комнатная,"72,4 м²",45 м²,9 м²,2 из 5,раздельный,1,,"2,65 м",есть,кирпич,закрытая,,,Евро,,,,есть,,,,,,,,,,во двор,,,,,
30263573,3-комнатная,"72,4 м²","45,8 м²","12,9 м²",24 из 48,,2,4 кв. 2026 г.,"2,72 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
31094220,3-комнатная,"72,4 м²","39,2 м²","13,3 м²",3 из 48,,2,4 кв. 2026 г.,"2,72 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
18700000,3-комнатная,"72,5 м²",45 м²,"9,5 м²",4 из 12,раздельный,1,,"2,64 м",есть,монолит,закрытая,,,Хороший,,,,,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,,П-44,
26550000,3-комнатная,"72,7 м²","43,1 м²",11 м²,11 из 16,,2,,"2,8 м",есть,монолит,подземная,,есть,Евро,,,,есть,,есть,,,,,,,,на улицу,,,,,
16132541,3-комнатная,"72,7 м²","47,6 м²","5,2 м²",3 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
16498654,3-комнатная,"72,7 м²","47,6 м²","5,2 м²",7 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
20999000,3-комнатная,"72,7 м²","44,7 м²","10,2 м²",8 из 17,раздельный,1,,"2,8 м",есть,панель,открытая,,есть,Хороший,,,,есть,,,,,центральное,,Спортивная площадка,во двор и на улицу,,,,,,П-44,
20999000,3-комнатная,"72,7 м²","44,7 м²","10,2 м²",8 из 17,раздельный,1,,"2,8 м",есть,панель,закрытая,,есть,,,,,есть,,есть,,,центральное,,Спортивная площадка,,,на улицу,,,,П-44,
16681711,3-комнатная,"72,7 м²","47,6 м²","5,2 м²",8 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
28000764,3-комнатная,"72,8 м²","37,1 м²","17,3 м²",13 из 19,раздельный,1,4 кв. 2025 г.,"2,87 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
18000000,3-комнатная,"72,8 м²","44,3 м²",10 м²,2 из 17,,,,,,панель,,,,,,,,,,,,,центральное,,Спортивная площадка,,,,,,,П-3М,
27652246,3-комнатная,"72,8 м²","37,1 м²","17,3 м²",8 из 19,раздельный,1,4 кв. 2025 г.,"2,87 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
31000000,3-комнатная,72 м²,"42,7 м²",11 м²,11 из 25,раздельный,1,,"2,8 м",есть,кирпич,,закрытая,есть,,,,,нет,,,,,центральное,есть,Хорошие школы,,,во двор,,,,,
19500000,3-комнатная,72 м²,47 м²,9 м²,2 из 14,раздельный,1,,,есть,кирпич,,,есть,Евро,,,,есть,,,,,центральное,,,,,во двор,,,брежневка,Башня Вулыха,
19500000,3-комнатная,72 м²,47 м²,9 м²,2 из 14,раздельный,1,,,есть,кирпич,,,есть,,,,,,,,,,центральное,,,,,во двор,,,брежневка,Башня Вулыха,
26000000,3-комнатная,72 м²,"37,1 м²",13 м²,23 из 23,совмещённый,2,,"3,1 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2022,,,
24900000,3-комнатная,72 м²,52 м²,"8,2 м²",3 из 5,совмещённый,1,,3 м,есть,кирпич,закрытая,,,Евро,,,,есть,,,,,,,,,,во двор,,,,,
18000000,3-комнатная,72 м²,46 м²,10 м²,4 из 17,раздельный,1,,"2,75 м",есть,панель,,,есть,Чистовая отделка,,есть,есть,есть,есть,есть,есть,есть,центральное,есть,Спортивная площадка,,,во двор,,,,ГМС-2001,
28900000,3-комнатная,72 м²,45 м²,"15,7 м²",5 из 9,,2,,3 м,есть,кирпич-монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,Спортивная площадка,во двор и на улицу,,,,2019,,,
41500000,3-комнатная,72 м²,30 м²,25 м²,8 из 14,совмещённый,2,,"3,1 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2023,,,
30314417,3-комнатная,"73,1 м²","36,7 м²","16,8 м²",15 из 19,совмещённый,2,4 кв. 2025 г.,"2,87 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
46000000,3-комнатная,"73,2 м²",35 м²,12 м²,19 из 29,совмещённый,2,,3 м,есть,монолит,подземная,,,Дизайнерский,есть,есть,есть,есть,,есть,есть,есть,,,Спортивная площадка,,,на улицу,,2020,,,
30471757,3-комнатная,"73,2 м²","51,3 м²","11,5 м²",39 из 42,,2,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
33086884,3-комнатная,"73,2 м²","25,2 м²","27,1 м²",68 из 68,,2,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,во двор,без отделки,,,,
16728889,3-комнатная,"73,3 м²","42,7 м²","7,3 м²",14 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
16847965,3-комнатная,"73,3 м²","42,7 м²","7,3 м²",15 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
15872205,3-комнатная,"73,3 м²","42,7 м²","7,3 м²",5 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
15985591,3-комнатная,"73,3 м²","42,7 м²","7,3 м²",7 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
16095869,3-комнатная,"73,3 м²","42,7 м²","7,3 м²",8 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
16172011,3-комнатная,"73,3 м²","42,7 м²","7,3 м²",9 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
13706205,3-комнатная,"73,4 м²","42,2 м²","5,1 м²",2 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
33201987,3-комнатная,"73,4 м²","33,6 м²",,3 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
37239648,3-комнатная,"73,5 м²","33,4 м²",,12 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
38678231,3-комнатная,"73,5 м²","33,4 м²",,17 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
37650449,3-комнатная,"73,6 м²","33,6 м²",,13 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
38370719,3-комнатная,"73,6 м²","33,6 м²",,15 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
21000000,3-комнатная,"73,6 м²","45,3 м²","10,2 м²",16 из 17,совмещённый,1,,,есть,панель,,,есть,,,,,,,,,,,,Спортивная площадка,,,во двор,,,,П-44,
40393329,3-комнатная,"73,6 м²","33,3 м²",,22 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
37340981,3-комнатная,"73,7 м²","33,6 м²",,12 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
39713093,3-комнатная,"73,7 м²","33,6 м²",,18 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
41783844,3-комнатная,"73,7 м²","33,6 м²",,21 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
40264431,3-комнатная,"73,7 м²","33,6 м²",,21 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
25563527,3-комнатная,"73,7 м²","35,6 м²",,8 из 20,,,,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,2023,,,
23000000,3-комнатная,"73,7 м²","43,9 м²","10,3 м²",9 из 12,раздельный,1,,"2,64 м",есть,панель,,,есть,Евро,,,,нет,,,,,,,Спортивная площадка,во двор и на улицу,,,,,,,
15261069,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",10 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
36669421,3-комнатная,"73,8 м²","33,6 м²",,10 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
15516271,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",12 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
15643871,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",13 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
15899073,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",15 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
42031514,3-комнатная,"73,8 м²","33,6 м²",,22 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
13819179,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",3 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
25200000,3-комнатная,"73,8 м²","58,5 м²","10,1 м²",4 из 17,совмещённый,1,,"2,7 м",есть,панель,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,,П-44,
14520984,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",8 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
14750666,3-комнатная,"73,8 м²","44,3 м²","5,3 м²",9 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
35501456,3-комнатная,"73,8 м²","33,6 м²",,9 из 24,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2024,,,
16200000,3-комнатная,73 м²,41 м²,12 м²,4 из 17,совмещённый,2,,"2,7 м",есть,панель,,,есть,Евро,,,,есть,,,,,центральное,,Спортивная площадка,,,во двор,,2016,,П-46м,
13900000,3-комнатная,73 м²,44 м²,10 м²,5 из 17,,2,,"2,7 м",есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,Спортивная площадка,,,на улицу,,,,И-155,
45823466,3-комнатная,73 м²,"36,6 м²",,6 из 6,,,,"4,2 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,2023,,,
31500000,3-комнатная,73 м²,44 м²,11 м²,7 из 10,раздельный,1,,3 м,есть,монолит,подземная,,есть,Дизайнерский,,,,есть,,есть,,,,,,во двор и на улицу,,,,2021,,,
28270215,3-комнатная,"74,1 м²","69,1 м²",,2 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
21800000,3-комнатная,"74,2 м²","48,1 м²","10,2 м²",11 из 22,раздельный,1,,"2,7 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,во двор,,2020,,,
16463297,3-комнатная,"74,2 м²","38,1 м²","7,3 м²",16 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
19900000,3-комнатная,"74,2 м²","44,9 м²","10,5 м²",3 из 17,раздельный,1,,"2,65 м",есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,,,,во двор,,,,П-44,
42070419,3-комнатная,"74,2 м²","43,8 м²","14,2 м²",34 из 37,,2,1 кв. 2025 г.,3 м,,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
18990000,3-комнатная,"74,2 м²",45 м²,"10,3 м²",8 из 14,,,,,,панель,,,,,,,,,,,,,,,Фитнес клуб,,,,,,,П-44,
30021230,3-комнатная,"74,3 м²",22 м²,"33,6 м²",2 из 30,,2,1 кв. 2025 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
23979200,3-комнатная,"74,3 м²","46,6 м²","10,7 м²",6 из 13,,2,,,есть,монолит,,,есть,,,,,,,,,,центральное,,,,,,,,сталинка,,
21500000,3-комнатная,"74,3 м²","45,1 м²","10,6 м²",6 из 17,раздельный,1,,,есть,панель,,,,,,,,,,,,,центральное,,Спортивная площадка,,,,,,,П-44Т,
15913026,3-комнатная,"74,4 м²","41,7 м²","15,7 м²",14 из 14,совмещённый,1,3 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
35289775,3-комнатная,"74,4 м²","44,6 м²","14,2 м²",47 из 54,,2,2 кв. 2025 г.,3 м,,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
16500000,3-комнатная,"74,5 м²",45 м²,10 м²,10 из 14,раздельный,1,,,,,,,есть,,,,есть,,,,,,центральное,,,,,на улицу,,,,П-44,
16531659,3-комнатная,"74,5 м²","41,5 м²","11,6 м²",12 из 14,совмещённый,1,3 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,,,,,
25000000,3-комнатная,"74,5 м²",46 м²,10 м²,12 из 17,,,,,,,,,,,,,,,,,,,,,Хорошая школа,,,,,,,П-3,
15398707,3-комнатная,"74,5 м²","41,5 м²","11,6 м²",14 из 14,совмещённый,1,3 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,без отделки,,,,
16453854,3-комнатная,"74,6 м²","36,4 м²","10,2 м²",3 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,чистовая,,,,
24500000,3-комнатная,"74,6 м²",46 м²,10 м²,5 из 14,,,,,,,,,,,,,,,,,,,центральное,,Спортивная площадка,,,,,,,П-3М,
